type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-1.481,-19.783
0.017,-1.430,-19.049
0.033,-1.146,-19.370
0.050,-1.096,-19.147
0.067,-0.817,-19.150
0.083,-0.707,-18.429
0.100,-0.859,-18.216
0.117,-0.601,-18.073
0.133,-0.673,-17.733
0.150,-0.827,-17.656
0.167,-0.990,-17.385
0.183,-1.012,-16.958
0.200,-0.918,-16.992
0.217,-1.151,-16.921
0.233,-1.249,-16.731
0.250,-1.581,-16.517
0.267,-1.271,-16.580
0.283,-1.622,-16.369
0.300,-2.288,-16.236
0.317,-2.503,-16.432
0.333,-2.569,-16.624
0.350,-3.095,-16.483
0.367,-3.461,-16.642
0.383,-3.670,-16.620
0.400,-3.709,-16.487
0.417,-3.731,-16.524
0.433,-3.910,-16.383
0.450,-4.368,-16.395
0.467,-4.586,-16.226
0.483,-4.634,-16.202
0.500,-4.643,-16.079
0.517,-4.466,-15.959
0.533,-4.456,-15.991
0.550,-4.717,-15.923
0.567,-4.924,-15.709
0.583,-5.415,-15.513
0.600,-5.179,-15.564
0.617,-5.044,-15.262
0.633,-4.816,-14.813
0.650,-4.975,-14.732
0.667,-5.264,-14.236
0.683,-5.152,-13.841
0.700,-5.553,-13.370
0.717,-5.614,-13.015
0.733,-5.515,-12.384
0.750,-5.867,-11.846
0.767,-6.371,-10.971
0.783,-6.363,-10.305
0.800,-6.956,-9.665
0.817,-7.127,-9.285
0.833,-7.423,-9.167
0.850,-7.543,-8.805
0.867,-7.016,-8.904
0.883,-7.417,-8.859
0.900,-7.094,-8.586
0.917,-7.182,-8.542
0.933,-7.166,-8.382
0.950,-6.942,-8.431
0.967,-6.961,-8.080
0.983,-6.776,-7.780
1.000,-6.458,-7.713
1.017,-6.233,-7.368
1.033,-6.247,-6.913
1.050,-6.206,-6.480
1.067,-5.842,-6.355
1.083,-6.227,-6.429
1.100,-5.907,-5.870
1.117,-6.025,-6.306
1.133,-5.882,-6.152
1.150,-5.976,-5.633
1.167,-6.074,-5.965
1.183,-5.542,-5.833
1.200,-5.677,-6.119
1.217,-5.730,-6.290
