type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-20.307,-27.509
0.017,-20.179,-27.223
0.033,-20.426,-26.912
0.050,-20.762,-26.094
0.067,-21.000,-24.988
0.083,-21.339,-24.494
0.100,-21.420,-23.589
0.117,-21.475,-23.068
0.133,-21.913,-22.297
0.150,-21.898,-21.583
0.167,-21.795,-21.295
0.183,-21.661,-21.391
0.200,-20.918,-21.412
0.217,-21.011,-21.578
0.233,-20.567,-21.646
0.250,-21.008,-21.638
0.267,-20.558,-21.466
0.283,-21.360,-21.213
0.300,-21.077,-20.864
0.317,-21.125,-20.701
0.333,-21.228,-20.668
0.350,-20.570,-20.607
0.367,-21.015,-20.523
0.383,-21.507,-20.219
0.400,-21.364,-19.464
0.417,-21.265,-18.781
0.433,-21.030,-18.224
0.450,-20.967,-17.728
0.467,-20.948,-17.336
0.483,-20.750,-16.659
0.500,-20.593,-16.565
0.517,-20.143,-16.434
0.533,-19.499,-16.045
0.550,-19.232,-15.920
0.567,-18.832,-15.824
0.583,-18.344,-15.855
0.600,-18.094,-16.182
0.617,-17.487,-16.656
0.633,-17.727,-16.833
0.650,-17.296,-17.494
0.667,-16.744,-18.018
0.683,-16.823,-18.670
0.700,-16.664,-19.206
0.717,-16.136,-19.774
0.733,-15.913,-20.484
0.750,-15.862,-21.246
0.767,-15.867,-21.713
0.783,-15.869,-22.059
0.800,-16.013,-22.379
0.817,-15.940,-22.715
0.833,-15.511,-23.228
0.850,-15.258,-23.637
0.867,-15.443,-24.028
0.883,-15.273,-24.328
0.900,-15.208,-24.983
0.917,-15.460,-25.127
0.933,-14.939,-25.368
0.950,-15.015,-25.660
0.967,-14.807,-25.929
0.983,-15.082,-26.239
1.000,-15.386,-26.402
1.017,-15.626,-26.760
1.033,-15.578,-27.084
1.050,-16.039,-27.173
1.067,-16.534,-27.176
1.083,-17.160,-27.091
1.100,-17.371,-27.098
1.117,-17.571,-26.924
1.133,-17.792,-26.901
1.150,-18.572,-26.709
1.167,-18.731,-26.332
1.183,-19.310,-25.783
1.200,-19.658,-24.875
1.217,-20.001,-23.655
1.233,-20.362,-22.482
1.250,-21.084,-21.283
1.267,-21.427,-20.318
1.283,-21.611,-19.562
1.300,-21.661,-18.658
1.317,-21.317,-18.270
1.333,-21.566,-18.224
1.350,-21.479,-18.079
1.367,-21.284,-18.226
1.383,-21.007,-18.369
1.400,-21.371,-18.663
1.417,-21.143,-18.287
1.433,-21.129,-17.865
1.450,-20.900,-17.338
1.467,-20.923,-16.882
1.483,-21.471,-16.462
1.500,-21.080,-16.160
1.517,-21.150,-15.957
1.533,-20.668,-15.918
1.550,-20.078,-15.916
1.567,-20.158,-15.970
1.583,-19.953,-15.816
1.600,-19.612,-15.151
1.617,-19.294,-14.830
1.633,-19.236,-14.213
1.650,-19.084,-13.826
1.667,-18.863,-13.882
1.683,-17.894,-14.123
1.700,-17.424,-14.593
1.717,-17.151,-15.129
1.733,-16.520,-15.392
1.750,-15.949,-15.824
1.767,-16.002,-15.836
1.783,-15.246,-15.751
1.800,-15.470,-15.807
1.817,-14.764,-15.619
1.833,-14.854,-15.483
1.850,-15.114,-15.495
1.867,-14.800,-15.451
1.883,-14.993,-15.583
1.900,-14.943,-15.484
1.917,-15.104,-15.637
1.933,-14.667,-15.833
1.950,-14.902,-15.989
1.967,-14.901,-16.642
1.983,-15.205,-17.011
2.000,-15.317,-17.130
2.017,-15.900,-17.331
2.033,-16.094,-17.567
2.050,-16.192,-17.727
2.067,-16.311,-17.995
2.083,-16.246,-18.152
2.100,-16.384,-18.450
2.117,-16.611,-18.873
2.133,-17.074,-19.262
2.150,-16.701,-19.824
2.167,-16.567,-20.519
2.183,-16.304,-21.254
2.200,-16.720,-21.873
2.217,-17.166,-22.207
2.233,-17.732,-22.531
2.250,-17.894,-22.709
2.267,-18.980,-23.325
2.283,-19.020,-23.536
2.300,-18.685,-23.995
2.317,-19.275,-24.043
2.333,-19.430,-24.025
2.350,-19.809,-24.120
2.367,-19.832,-24.263
2.383,-19.521,-24.321
2.400,-19.616,-24.591
2.417,-19.598,-24.936
2.433,-19.524,-25.884
2.450,-19.858,-26.207
2.467,-20.139,-26.712
2.483,-19.910,-27.119
2.500,-20.066,-27.519
2.517,-19.793,-27.996
2.533,-19.765,-28.207
2.550,-19.986,-28.696
2.567,-19.027,-28.899
2.583,-19.338,-29.106
2.600,-18.985,-29.193
2.617,-19.140,-28.973
2.633,-18.929,-28.432
2.650,-19.368,-27.385
2.667,-19.424,-26.725
2.683,-20.092,-25.582
2.700,-19.829,-24.406
2.717,-20.071,-23.531
2.733,-20.945,-22.107
2.750,-20.597,-20.912
2.767,-20.222,-19.617
2.783,-19.707,-18.153
2.800,-19.172,-17.038
2.817,-19.036,-16.178
2.833,-18.859,-15.472
2.850,-17.607,-15.087
2.867,-17.042,-14.761
2.883,-16.579,-14.510
2.900,-15.920,-13.685
2.917,-15.662,-13.507
2.933,-15.727,-13.357
2.950,-15.734,-12.683
2.967,-15.927,-12.359
2.983,-15.987,-11.965
3.000,-16.611,-11.299
3.017,-16.798,-10.773
3.033,-17.411,-10.229
3.050,-18.387,-9.611
3.067,-18.716,-9.209
3.083,-18.953,-9.013
3.100,-18.988,-9.101
3.117,-19.201,-9.222
3.133,-19.520,-9.426
3.150,-19.357,-9.704
3.167,-19.143,-10.006
3.183,-20.185,-9.671
3.200,-19.929,-9.543
3.217,-20.274,-9.176
3.233,-20.437,-9.081
3.250,-20.694,-8.758
3.267,-20.771,-8.473
3.283,-21.070,-8.354
3.300,-21.096,-8.145
3.317,-21.440,-7.947
3.333,-21.876,-7.497
3.350,-21.875,-7.030
3.367,-22.068,-6.480
3.383,-22.160,-6.044
3.400,-21.982,-5.711
3.417,-21.619,-5.167
3.433,-21.772,-4.552
3.450,-21.451,-3.887
3.467,-21.374,-2.822
3.483,-21.521,-2.209
3.500,-22.386,-1.180
3.517,-22.787,-0.534
3.533,-22.412,-0.263
3.550,-22.370,0.152
3.567,-22.366,0.589
3.583,-22.461,0.967
3.600,-21.927,1.126
3.617,-21.884,1.125
3.633,-21.121,0.373
3.650,-20.912,-0.213
3.667,-20.029,-0.685
3.683,-20.437,-0.911
3.700,-20.243,-1.167
3.717,-20.145,-1.155
3.733,-19.829,-1.264
3.750,-19.788,-1.109
3.767,-19.855,-1.121
3.783,-19.569,-1.205
3.800,-19.625,-1.197
3.817,-19.426,-1.158
3.833,-19.600,-1.191
3.850,-19.440,-1.137
3.867,-19.332,-1.255
3.883,-19.033,-1.495
3.900,-18.809,-1.903
3.917,-18.713,-2.130
3.933,-19.416,-2.573
3.950,-19.443,-2.672
3.967,-19.063,-3.095
3.983,-19.001,-3.756
4.000,-19.417,-4.179
4.017,-19.116,-4.888
4.033,-18.644,-5.717
4.050,-19.460,-6.665
4.067,-19.176,-7.460
4.083,-18.807,-8.653
4.100,-19.400,-10.016
4.117,-19.325,-11.122
4.133,-19.934,-12.191
4.150,-20.523,-13.590
4.167,-20.582,-14.746
4.183,-20.869,-15.782
4.200,-21.716,-16.447
4.217,-21.636,-17.099
4.233,-21.669,-17.902
4.250,-21.837,-18.224
