type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-10.884,-29.616
0.017,-10.560,-29.588
0.033,-11.132,-29.483
0.050,-11.044,-29.631
0.067,-10.857,-29.620
0.083,-10.366,-29.452
0.100,-10.546,-29.670
0.117,-10.963,-29.674
0.133,-10.636,-29.651
0.150,-10.029,-29.748
0.167,-10.130,-29.923
0.183,-10.096,-29.954
0.200,-10.045,-29.955
0.217,-9.945,-30.228
0.233,-9.898,-30.378
0.250,-9.871,-30.817
0.267,-9.697,-30.849
0.283,-9.409,-31.184
0.300,-9.489,-31.480
0.317,-9.906,-31.855
0.333,-9.779,-32.056
0.350,-9.798,-32.347
0.367,-10.000,-32.321
0.383,-9.945,-32.498
0.400,-10.082,-32.842
0.417,-9.928,-32.943
0.433,-9.997,-33.174
0.450,-9.933,-33.340
0.467,-10.086,-33.900
0.483,-10.191,-33.826
0.500,-10.133,-34.318
0.517,-10.027,-34.719
0.533,-10.162,-35.009
0.550,-10.216,-35.110
0.567,-10.543,-34.975
0.583,-10.486,-35.337
0.600,-10.977,-35.371
0.617,-10.441,-35.591
0.633,-10.847,-35.590
0.650,-10.918,-35.874
0.667,-11.062,-35.803
0.683,-11.124,-35.450
0.700,-11.313,-35.662
0.717,-11.418,-35.709
0.733,-11.505,-35.504
0.750,-11.694,-35.183
0.767,-11.648,-35.132
0.783,-11.542,-35.097
0.800,-12.006,-35.030
0.817,-12.232,-35.020
0.833,-11.855,-35.327
0.850,-11.683,-35.568
0.867,-11.733,-35.640
0.883,-11.837,-35.328
0.900,-11.571,-35.772
0.917,-11.563,-35.819
0.933,-11.355,-35.768
0.950,-11.335,-35.867
0.967,-11.435,-35.769
0.983,-11.433,-36.030
1.000,-11.230,-35.816
1.017,-11.236,-35.695
1.033,-11.479,-35.441
1.050,-11.153,-35.600
1.067,-11.145,-35.608
1.083,-11.192,-35.276
1.100,-10.809,-35.159
1.117,-10.817,-34.872
1.133,-10.786,-34.975
1.150,-10.544,-34.903
1.167,-10.590,-35.098
1.183,-10.775,-34.852
1.200,-10.452,-34.495
1.217,-10.371,-34.744
1.233,-10.204,-34.571
1.250,-10.385,-34.217
1.267,-10.801,-34.175
1.283,-10.957,-33.495
1.300,-10.773,-33.429
1.317,-10.442,-33.301
1.333,-10.607,-33.496
1.350,-10.416,-33.274
1.367,-10.502,-33.341
1.383,-10.212,-32.778
1.400,-10.326,-32.585
1.417,-10.407,-32.590
1.433,-10.225,-32.635
1.450,-10.149,-32.353
1.467,-10.176,-32.441
1.483,-10.004,-32.315
1.500,-9.705,-32.367
1.517,-9.855,-32.263
1.533,-9.888,-32.581
1.550,-9.339,-32.884
1.567,-9.698,-33.253
1.583,-9.564,-33.119
1.600,-9.295,-33.178
1.617,-9.331,-33.346
1.633,-9.108,-33.692
1.650,-9.036,-34.068
1.667,-9.182,-33.881
1.683,-9.043,-34.089
1.700,-8.852,-33.962
1.717,-8.755,-34.067
1.733,-8.557,-34.272
1.750,-8.343,-34.309
1.767,-8.475,-34.877
1.783,-8.234,-34.568
1.800,-8.413,-34.807
1.817,-8.366,-34.584
1.833,-8.176,-34.968
1.850,-8.167,-35.316
1.867,-8.381,-35.285
1.883,-8.296,-35.593
1.900,-8.405,-35.615
1.917,-8.292,-35.757
1.933,-8.670,-36.086
1.950,-8.662,-35.722
1.967,-8.931,-35.818
1.983,-9.035,-35.524
2.000,-8.827,-35.590
2.017,-8.990,-35.164
2.033,-9.227,-34.975
2.050,-9.365,-34.605
2.067,-9.469,-34.372
2.083,-9.853,-33.847
2.100,-10.566,-33.332
2.117,-10.704,-32.817
2.133,-11.188,-32.356
2.150,-11.209,-31.925
2.167,-11.122,-31.710
2.183,-11.831,-31.418
2.200,-11.730,-31.039
2.217,-11.798,-30.788
2.233,-11.687,-30.597
2.250,-11.710,-30.439
2.267,-11.510,-30.333
2.283,-11.708,-30.263
2.300,-11.920,-29.818
2.317,-11.605,-29.717
2.333,-11.763,-29.164
2.350,-11.766,-28.763
2.367,-12.181,-28.291
2.383,-12.132,-27.859
2.400,-12.282,-27.556
2.417,-11.898,-27.045
2.433,-11.488,-26.595
2.450,-11.924,-26.175
2.467,-11.803,-25.944
2.483,-11.699,-25.780
2.500,-11.633,-25.646
2.517,-11.613,-25.624
2.533,-11.168,-25.722
2.550,-10.643,-25.450
2.567,-10.726,-25.585
2.583,-10.221,-25.509
2.600,-10.136,-25.579
2.617,-9.154,-25.696
2.633,-8.900,-25.835
2.650,-8.526,-25.901
2.667,-8.257,-25.953
2.683,-7.892,-25.759
2.700,-7.799,-25.769
2.717,-7.683,-25.911
2.733,-6.982,-26.052
2.750,-6.723,-26.413
2.767,-6.441,-26.563
2.783,-5.890,-26.835
2.800,-5.491,-26.968
2.817,-5.159,-27.202
2.833,-4.905,-27.189
2.850,-4.704,-27.412
2.867,-4.173,-27.652
2.883,-4.052,-27.843
2.900,-3.589,-28.116
2.917,-3.433,-28.178
2.933,-3.114,-28.584
2.950,-2.648,-29.127
2.967,-2.449,-29.362
2.983,-2.033,-29.705
3.000,-2.067,-29.854
3.017,-1.713,-30.026
3.033,-1.741,-30.502
3.050,-1.905,-30.539
3.067,-1.884,-30.762
3.083,-1.620,-31.193
3.100,-1.887,-31.114
3.117,-2.073,-31.394
3.133,-1.849,-31.562
3.150,-2.015,-31.646
3.167,-2.200,-31.902
3.183,-2.499,-32.215
3.200,-2.638,-32.478
3.217,-2.743,-32.939
3.233,-2.873,-33.013
3.250,-3.056,-33.629
3.267,-3.190,-33.743
3.283,-3.513,-33.768
3.300,-3.648,-34.170
3.317,-3.321,-34.130
3.333,-3.936,-34.089
3.350,-4.064,-34.291
3.367,-4.547,-34.365
3.383,-4.516,-34.241
3.400,-4.850,-34.353
3.417,-4.950,-34.347
3.433,-5.385,-34.455
3.450,-5.417,-34.732
3.467,-5.483,-34.896
3.483,-5.641,-34.860
3.500,-5.624,-34.683
3.517,-6.041,-34.839
3.533,-5.916,-34.776
3.550,-6.380,-35.092
3.567,-6.683,-34.893
3.583,-7.086,-34.575
3.600,-7.433,-34.333
3.617,-7.302,-33.992
3.633,-7.485,-33.900
3.650,-7.727,-33.417
3.667,-8.086,-33.386
3.683,-8.378,-33.119
3.700,-8.128,-33.031
3.717,-8.413,-32.581
3.733,-8.870,-32.353
3.750,-9.007,-32.223
3.767,-8.997,-32.024
3.783,-9.350,-31.767
3.800,-9.606,-31.630
3.817,-9.498,-31.580
3.833,-9.816,-31.378
3.850,-9.645,-31.203
3.867,-9.925,-31.081
3.883,-10.431,-30.662
3.900,-10.405,-30.748
3.917,-10.300,-30.554
3.933,-10.344,-30.441
3.950,-10.168,-30.531
3.967,-10.310,-30.430
3.983,-10.472,-30.266
4.000,-9.906,-30.238
4.017,-10.336,-30.134
4.033,-10.429,-30.156
4.050,-10.297,-30.105
4.067,-10.005,-30.179
4.083,-10.164,-30.106
4.100,-10.029,-29.881
4.117,-10.038,-29.577
4.133,-9.634,-29.670
4.150,-9.604,-29.869
4.167,-9.226,-29.853
4.183,-9.643,-29.993
4.200,-9.787,-30.058
4.217,-9.503,-30.231
4.233,-9.581,-30.438
4.250,-9.543,-30.536
4.267,-9.363,-30.897
4.283,-9.333,-30.821
4.300,-9.352,-30.769
4.317,-8.925,-30.975
4.333,-8.952,-30.896
4.350,-8.631,-31.140
4.367,-8.171,-31.664
4.383,-8.163,-31.797
4.400,-7.825,-32.161
4.417,-7.731,-32.306
4.433,-7.594,-32.495
4.450,-7.567,-32.585
4.467,-7.182,-33.047
4.483,-7.111,-32.806
4.500,-7.051,-32.996
4.517,-7.273,-33.235
4.533,-7.136,-33.306
4.550,-7.363,-33.371
4.567,-7.441,-32.973
4.583,-7.295,-33.174
4.600,-7.859,-32.959
4.617,-7.937,-32.601
4.633,-7.773,-32.650
4.650,-8.159,-32.507
4.667,-8.358,-32.398
4.683,-8.650,-32.225
4.700,-8.860,-32.134
4.717,-9.136,-32.053
4.733,-9.267,-31.756
4.750,-9.422,-31.460
4.767,-9.621,-31.274
4.783,-9.788,-31.368
4.800,-9.809,-31.167
4.817,-9.748,-31.402
4.833,-10.111,-31.431
4.850,-9.945,-31.544
4.867,-10.001,-31.605
4.883,-9.720,-31.794
4.900,-9.977,-31.863
4.917,-10.200,-31.519
4.933,-9.820,-31.619
4.950,-10.150,-31.947
4.967,-10.186,-32.094
4.983,-10.280,-31.953
5.000,-10.082,-32.275
5.017,-10.162,-32.236
5.033,-10.289,-32.214
5.050,-10.301,-32.059
5.067,-10.519,-31.842
5.083,-10.672,-31.980
5.100,-10.451,-31.938
5.117,-10.469,-32.116
5.133,-10.614,-32.160
5.150,-10.700,-32.105
5.167,-10.488,-31.866
5.183,-10.586,-31.930
5.200,-10.827,-32.011
5.217,-10.346,-32.009
5.233,-10.533,-32.188
5.250,-10.320,-32.001
5.267,-10.187,-32.000
5.283,-10.058,-32.362
5.300,-9.854,-32.258
5.317,-10.065,-32.513
5.333,-9.882,-32.891
5.350,-9.850,-33.044
5.367,-9.721,-33.349
5.383,-9.837,-33.694
5.400,-9.741,-33.999
5.417,-9.716,-33.949
5.433,-9.741,-34.125
5.450,-9.774,-34.618
5.467,-10.255,-34.679
5.483,-9.798,-35.126
5.500,-9.956,-35.149
5.517,-10.145,-35.080
5.533,-10.173,-35.309
5.550,-10.704,-35.162
5.567,-10.562,-35.062
