type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-13.394,-9.487
0.017,-13.194,-9.810
0.033,-13.236,-10.036
0.050,-13.126,-10.384
0.067,-13.132,-10.328
0.083,-13.436,-10.263
0.100,-13.950,-10.010
0.117,-14.838,-9.611
0.133,-15.132,-9.008
0.150,-16.040,-8.328
0.167,-16.000,-7.966
0.183,-15.889,-7.668
0.200,-16.215,-7.446
0.217,-16.567,-7.083
0.233,-17.172,-6.843
0.250,-17.277,-6.470
0.267,-16.893,-6.297
0.283,-16.992,-6.423
0.300,-16.913,-6.595
0.317,-16.998,-7.132
0.333,-17.394,-7.372
0.350,-17.494,-7.375
0.367,-18.109,-7.400
0.383,-17.950,-7.273
0.400,-18.005,-7.138
0.417,-18.154,-6.913
0.433,-18.093,-6.831
0.450,-18.101,-7.005
0.467,-18.001,-7.054
0.483,-18.635,-7.186
0.500,-18.626,-7.416
0.517,-18.729,-7.675
0.533,-18.694,-7.613
0.550,-18.465,-7.820
0.567,-18.392,-7.780
0.583,-18.298,-7.975
0.600,-18.649,-8.233
0.617,-18.359,-8.261
0.633,-18.715,-8.079
0.650,-18.505,-7.739
0.667,-18.695,-7.479
0.683,-18.951,-7.095
0.700,-19.517,-6.518
0.717,-19.432,-5.975
0.733,-19.719,-4.981
0.750,-19.733,-4.329
0.767,-20.409,-3.517
0.783,-20.529,-3.004
0.800,-21.004,-2.553
0.817,-20.986,-2.083
0.833,-21.429,-1.713
0.850,-21.085,-1.563
0.867,-21.140,-1.552
0.883,-21.579,-1.568
0.900,-21.897,-1.716
0.917,-21.915,-1.688
0.933,-22.540,-2.177
0.950,-22.943,-2.350
0.967,-22.818,-2.556
0.983,-22.893,-2.528
1.000,-22.586,-2.368
1.017,-22.919,-2.165
1.033,-22.882,-2.122
1.050,-22.994,-1.739
1.067,-22.963,-1.516
1.083,-23.245,-1.692
1.100,-23.002,-1.710
1.117,-22.604,-2.051
1.133,-21.937,-2.427
1.150,-21.952,-2.823
1.167,-21.708,-2.782
1.183,-21.272,-2.993
1.200,-20.693,-2.960
1.217,-20.538,-3.258
1.233,-20.330,-3.420
1.250,-20.105,-3.799
1.267,-19.710,-4.212
1.283,-19.566,-4.336
1.300,-19.591,-4.398
1.317,-19.330,-4.935
1.333,-18.965,-5.146
1.350,-19.236,-5.104
1.367,-19.124,-5.213
1.383,-19.258,-5.408
1.400,-19.293,-5.261
1.417,-19.167,-5.127
1.433,-18.900,-4.970
1.450,-19.214,-4.735
1.467,-18.948,-4.859
1.483,-19.101,-4.992
1.500,-19.177,-5.051
1.517,-19.052,-5.301
1.533,-19.000,-5.697
1.550,-18.774,-5.845
1.567,-18.875,-6.297
1.583,-18.872,-6.706
1.600,-18.261,-7.032
1.617,-18.198,-7.799
1.633,-17.888,-8.326
1.650,-18.261,-9.164
1.667,-17.745,-9.828
1.683,-17.197,-10.400
1.700,-17.424,-10.643
1.717,-17.495,-10.826
1.733,-17.998,-11.081
1.750,-18.054,-11.127
1.767,-18.421,-11.291
1.783,-18.484,-11.534
1.800,-18.574,-11.649
1.817,-18.369,-11.965
1.833,-18.085,-12.237
1.850,-18.239,-12.650
1.867,-18.519,-13.072
1.883,-18.653,-13.405
1.900,-18.656,-13.627
1.917,-19.454,-14.039
1.933,-19.694,-14.221
1.950,-20.210,-14.257
1.967,-20.312,-14.156
1.983,-20.495,-14.196
2.000,-20.542,-14.373
2.017,-20.372,-14.755
2.033,-20.582,-15.027
2.050,-20.243,-15.506
2.067,-20.520,-16.183
2.083,-20.459,-16.800
2.100,-19.949,-17.215
2.117,-20.506,-17.260
2.133,-20.776,-17.507
2.150,-20.614,-17.505
2.167,-21.034,-17.803
2.183,-21.023,-18.026
2.200,-21.063,-18.587
2.217,-21.762,-19.108
2.233,-21.487,-20.280
2.250,-21.891,-21.295
2.267,-22.259,-22.438
2.283,-21.816,-24.040
2.300,-21.002,-25.373
2.317,-21.852,-26.028
2.333,-22.280,-25.874
2.350,-23.036,-25.199
2.367,-23.236,-25.012
2.383,-23.918,-24.539
2.400,-24.515,-24.182
2.417,-25.035,-23.411
2.433,-25.826,-22.917
2.450,-26.011,-22.085
2.467,-26.348,-21.742
2.483,-26.241,-21.708
2.500,-25.875,-22.152
2.517,-25.473,-22.387
2.533,-24.705,-23.110
2.550,-24.545,-23.899
2.567,-24.406,-24.618
2.583,-24.008,-25.443
2.600,-23.745,-25.854
2.617,-23.433,-25.650
2.633,-23.041,-25.269
2.650,-23.711,-24.307
2.667,-23.078,-22.972
2.683,-22.156,-21.812
2.700,-22.028,-20.447
2.717,-21.906,-19.666
2.733,-21.706,-19.164
2.750,-21.817,-18.797
2.767,-21.545,-18.388
2.783,-21.412,-17.878
2.800,-21.580,-16.664
2.817,-21.147,-16.003
2.833,-21.290,-15.359
2.850,-21.894,-14.800
2.867,-21.986,-14.837
2.883,-22.038,-14.563
2.900,-21.831,-14.431
2.917,-21.408,-14.616
2.933,-21.055,-14.969
2.950,-20.586,-15.086
2.967,-20.162,-15.186
2.983,-20.731,-14.981
3.000,-20.615,-14.456
3.017,-20.673,-13.916
3.033,-21.195,-13.208
3.050,-20.693,-12.731
3.067,-20.468,-12.151
3.083,-20.467,-11.570
3.100,-19.838,-11.588
3.117,-19.847,-11.612
3.133,-19.396,-11.607
3.150,-19.405,-11.423
3.167,-19.320,-11.322
3.183,-19.586,-11.115
3.200,-19.577,-11.006
3.217,-19.253,-10.881
3.233,-19.032,-11.034
3.250,-19.072,-11.005
3.267,-18.854,-10.948
3.283,-18.826,-10.913
3.300,-18.677,-10.800
3.317,-18.837,-10.719
3.333,-18.850,-10.713
3.350,-18.728,-10.874
3.367,-19.065,-10.550
3.383,-18.808,-10.319
3.400,-18.859,-10.311
3.417,-18.762,-10.298
3.433,-19.083,-10.509
3.450,-19.142,-10.906
3.467,-18.746,-11.305
3.483,-18.580,-11.601
3.500,-18.803,-12.069
3.517,-18.628,-12.167
3.533,-18.530,-12.086
