type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,0.735,-23.147
0.017,0.656,-23.063
0.033,0.651,-23.379
0.050,0.622,-23.383
0.067,0.626,-23.408
0.083,0.453,-23.471
0.100,0.762,-23.600
0.117,0.874,-23.675
0.133,0.524,-23.759
0.150,0.588,-23.787
0.167,0.532,-24.114
0.183,0.134,-24.229
0.200,0.435,-24.507
0.217,0.368,-24.520
0.233,-0.045,-24.830
0.250,-0.142,-24.873
0.267,-0.119,-24.762
0.283,-0.208,-24.762
0.300,-0.297,-24.876
0.317,-0.360,-25.091
0.333,-0.019,-25.379
0.350,-0.409,-25.596
0.367,-0.354,-25.784
0.383,-0.463,-26.178
0.400,-0.104,-26.154
0.417,-0.605,-26.483
0.433,-0.783,-26.933
0.450,-0.816,-26.869
0.467,-1.051,-27.664
0.483,-0.986,-28.062
0.500,-1.249,-28.316
0.517,-1.095,-28.766
0.533,-1.365,-29.226
0.550,-1.565,-29.592
0.567,-1.283,-30.083
0.583,-1.246,-30.536
0.600,-1.937,-30.845
0.617,-1.789,-31.302
0.633,-1.690,-31.345
0.650,-1.582,-30.969
0.667,-1.544,-31.058
0.683,-1.455,-30.779
0.700,-1.155,-30.814
0.717,-1.202,-30.757
0.733,-1.494,-30.670
0.750,-1.116,-30.340
0.767,-0.808,-30.296
0.783,-0.706,-29.971
0.800,-0.781,-29.536
0.817,-0.950,-29.357
0.833,-0.555,-28.899
0.850,-0.611,-28.708
0.867,-0.353,-28.133
0.883,-0.201,-27.784
0.900,0.164,-27.870
0.917,0.153,-27.706
0.933,0.711,-27.945
0.950,0.609,-27.843
0.967,0.463,-27.719
0.983,0.220,-27.574
1.000,0.766,-27.491
1.017,0.682,-27.410
1.033,1.240,-27.439
1.050,1.651,-27.580
1.067,1.226,-27.690
1.083,1.722,-27.956
1.100,1.769,-28.269
1.117,1.841,-28.476
1.133,1.611,-28.872
1.150,1.650,-28.659
1.167,1.664,-28.814
1.183,1.670,-28.796
1.200,1.553,-28.802
1.217,1.702,-29.073
1.233,1.808,-29.276
1.250,1.741,-29.117
1.267,1.975,-29.299
1.283,2.163,-29.752
1.300,2.372,-29.469
1.317,2.786,-29.894
1.333,2.531,-30.169
1.350,2.338,-30.457
1.367,3.220,-30.810
1.383,3.272,-31.079
1.400,3.224,-31.291
1.417,3.074,-31.504
1.433,2.712,-31.927
1.450,2.521,-32.108
1.467,2.312,-32.265
1.483,2.461,-32.326
