type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,25.175,-13.971
0.017,25.242,-13.935
0.033,25.546,-13.966
0.050,25.975,-13.738
0.067,25.709,-13.474
0.083,25.916,-13.477
0.100,25.427,-13.504
0.117,25.642,-13.077
0.133,25.474,-12.950
0.150,25.696,-12.604
0.167,25.635,-12.544
0.183,25.933,-12.138
0.200,25.977,-12.054
0.217,25.527,-12.102
0.233,25.786,-12.070
0.250,25.954,-11.811
0.267,25.573,-11.911
0.283,25.866,-11.781
0.300,25.655,-11.927
0.317,25.069,-11.787
0.333,25.228,-11.940
0.350,25.308,-11.968
0.367,24.912,-12.264
0.383,25.641,-12.579
0.400,24.953,-12.268
0.417,24.788,-12.489
0.433,25.302,-12.071
0.450,24.972,-11.965
0.467,25.228,-12.105
0.483,25.296,-12.034
0.500,25.259,-12.207
0.517,25.470,-12.082
0.533,24.842,-12.196
0.550,25.051,-12.129
0.567,25.281,-12.320
0.583,24.855,-12.172
0.600,24.710,-12.529
0.617,25.149,-12.668
0.633,24.842,-12.806
0.650,24.636,-13.040
0.667,24.818,-13.203
0.683,24.924,-13.287
0.700,24.506,-13.351
0.717,24.570,-13.471
0.733,24.620,-13.766
0.750,24.824,-13.895
0.767,25.033,-13.966
0.783,25.175,-13.948
0.800,25.217,-14.026
0.817,25.222,-13.847
0.833,25.700,-13.620
0.850,24.915,-13.569
0.867,24.640,-13.510
0.883,25.004,-13.415
0.900,24.959,-13.422
0.917,24.646,-13.447
0.933,25.093,-13.387
0.950,25.231,-13.655
0.967,24.951,-13.605
0.983,24.936,-13.437
1.000,24.908,-13.716
1.017,24.794,-13.815
1.033,24.517,-13.879
1.050,24.291,-13.840
1.067,24.828,-13.961
1.083,24.876,-14.222
1.100,24.604,-14.374
1.117,24.384,-14.705
1.133,24.687,-14.997
1.150,24.476,-14.987
1.167,24.560,-15.259
1.183,24.751,-15.458
1.200,24.809,-15.773
1.217,25.153,-15.604
1.233,24.825,-15.477
1.250,25.130,-15.557
1.267,25.531,-15.236
1.283,25.231,-14.973
1.300,25.001,-14.582
1.317,25.283,-14.191
1.333,25.063,-13.900
1.350,24.822,-13.640
1.367,24.839,-13.194
