type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-14.712,-2.707
0.017,-13.734,-2.272
0.033,-13.390,-1.936
0.050,-13.283,-1.418
0.067,-13.549,-1.059
0.083,-13.279,-0.827
0.100,-13.185,-0.265
0.117,-13.273,-0.122
0.133,-13.174,-0.070
0.150,-12.593,0.067
0.167,-12.785,0.277
0.183,-12.598,0.402
0.200,-12.324,0.430
0.217,-12.185,0.452
0.233,-12.413,0.398
0.250,-11.905,0.109
0.267,-11.753,0.021
0.283,-11.371,-0.124
0.300,-11.308,-0.262
0.317,-11.241,-0.173
0.333,-11.404,-0.328
0.350,-11.486,-0.398
0.367,-11.384,-0.628
0.383,-11.053,-0.654
0.400,-11.179,-0.596
0.417,-10.780,-0.616
0.433,-11.225,-0.884
0.450,-10.918,-0.670
0.467,-10.605,-1.030
0.483,-10.820,-1.037
0.500,-10.743,-1.153
0.517,-10.865,-1.226
0.533,-11.504,-1.315
0.550,-11.115,-1.199
0.567,-11.146,-0.965
0.583,-10.922,-0.963
0.600,-11.075,-1.133
0.617,-11.400,-1.359
0.633,-11.277,-1.534
0.650,-11.416,-1.281
0.667,-11.584,-1.414
0.683,-11.548,-1.461
0.700,-12.119,-1.499
0.717,-11.638,-1.797
0.733,-11.903,-1.774
0.750,-12.333,-1.815
0.767,-12.108,-1.904
0.783,-12.474,-1.998
0.800,-12.152,-2.120
0.817,-12.194,-2.273
0.833,-12.052,-2.563
0.850,-12.151,-2.630
0.867,-12.541,-2.967
0.883,-12.362,-3.359
0.900,-12.827,-3.904
0.917,-12.979,-3.888
0.933,-12.587,-4.196
0.950,-12.723,-4.409
0.967,-13.041,-4.645
0.983,-12.994,-4.739
1.000,-12.489,-5.084
1.017,-12.858,-5.333
1.033,-12.770,-5.700
1.050,-12.869,-5.481
1.067,-13.228,-5.633
1.083,-12.963,-5.746
1.100,-13.125,-5.662
1.117,-13.506,-5.908
1.133,-13.944,-5.859
1.150,-13.685,-5.771
1.167,-13.531,-6.062
1.183,-13.876,-6.015
1.200,-14.343,-5.796
1.217,-14.646,-5.917
1.233,-14.633,-6.179
1.250,-14.391,-6.087
1.267,-14.603,-5.920
1.283,-14.698,-5.958
1.300,-14.970,-6.034
1.317,-15.192,-5.970
1.333,-14.855,-5.609
1.350,-15.139,-5.619
1.367,-15.322,-5.732
1.383,-15.777,-5.351
1.400,-15.494,-5.199
1.417,-15.743,-5.046
1.433,-15.854,-5.120
1.450,-15.698,-4.972
1.467,-15.719,-4.688
1.483,-15.524,-4.606
1.500,-15.726,-4.284
1.517,-16.035,-3.993
1.533,-15.739,-3.810
1.550,-16.283,-3.683
1.567,-15.939,-3.336
1.583,-16.153,-3.471
1.600,-15.989,-3.196
