type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-5.447,-17.925
0.017,-5.510,-18.096
0.033,-5.377,-18.070
0.050,-5.441,-18.002
0.067,-5.375,-18.205
0.083,-5.562,-18.211
0.100,-5.694,-18.353
0.117,-5.302,-18.311
0.133,-5.283,-18.253
0.150,-4.697,-18.133
0.167,-5.208,-17.891
0.183,-4.895,-17.739
0.200,-4.951,-17.634
0.217,-5.252,-17.082
0.233,-4.971,-17.346
0.250,-4.864,-17.464
0.267,-5.220,-17.480
0.283,-4.834,-17.542
0.300,-4.870,-17.519
0.317,-5.149,-17.513
0.333,-4.722,-17.786
0.350,-4.486,-17.806
0.367,-4.609,-17.891
0.383,-4.974,-18.236
0.400,-5.224,-18.664
0.417,-4.910,-18.769
0.433,-5.332,-19.306
0.450,-5.100,-19.488
0.467,-5.344,-19.747
0.483,-6.245,-20.393
0.500,-6.308,-20.589
0.517,-5.589,-20.653
0.533,-5.658,-20.722
0.550,-5.353,-20.380
0.567,-5.715,-20.228
0.583,-5.805,-20.159
0.600,-4.649,-19.657
0.617,-5.172,-19.255
0.633,-4.659,-18.968
0.650,-5.166,-18.876
0.667,-4.491,-18.662
0.683,-5.334,-18.501
0.700,-5.178,-18.465
0.717,-4.812,-18.255
0.733,-5.261,-17.841
0.750,-5.756,-17.504
0.767,-5.884,-16.695
0.783,-4.837,-15.903
0.800,-4.747,-15.362
0.817,-4.749,-14.798
0.833,-4.932,-14.396
0.850,-5.214,-14.313
0.867,-4.980,-14.404
0.883,-4.741,-14.734
0.900,-5.178,-14.754
0.917,-4.801,-15.279
0.933,-4.908,-15.702
0.950,-5.205,-16.246
0.967,-4.866,-16.527
0.983,-5.213,-16.805
1.000,-5.281,-17.314
1.017,-5.304,-17.743
1.033,-5.344,-17.895
1.050,-5.094,-17.987
1.067,-5.350,-17.891
1.083,-5.335,-18.131
1.100,-5.790,-17.577
1.117,-5.877,-17.118
1.133,-5.392,-16.979
1.150,-5.967,-16.617
1.167,-5.780,-16.223
1.183,-5.868,-16.268
1.200,-5.766,-16.210
1.217,-5.643,-16.403
1.233,-6.632,-16.354
1.250,-6.209,-16.461
1.267,-6.540,-16.088
1.283,-5.881,-15.980
1.300,-6.487,-15.848
1.317,-5.707,-15.676
1.333,-6.527,-15.171
1.350,-6.241,-14.520
1.367,-6.960,-13.954
1.383,-6.524,-13.663
1.400,-6.448,-13.439
1.417,-6.855,-13.779
1.433,-7.066,-13.956
1.450,-6.712,-14.168
1.467,-6.693,-14.514
1.483,-6.743,-14.606
1.500,-7.165,-14.868
1.517,-6.484,-15.057
1.533,-6.044,-15.202
1.550,-5.694,-15.200
1.567,-5.229,-15.754
1.583,-5.994,-15.902
1.600,-5.478,-15.939
1.617,-5.099,-16.167
1.633,-5.097,-16.238
1.650,-5.179,-16.381
1.667,-5.161,-16.531
1.683,-5.058,-16.827
1.700,-5.285,-16.901
1.717,-4.974,-17.254
1.733,-4.794,-17.546
1.750,-4.250,-17.801
1.767,-4.690,-18.225
1.783,-4.456,-18.315
1.800,-4.396,-18.131
1.817,-4.818,-17.897
1.833,-4.677,-17.609
1.850,-4.851,-17.574
1.867,-5.300,-17.271
1.883,-4.677,-17.281
1.900,-4.839,-16.982
1.917,-5.069,-16.800
1.933,-4.886,-16.906
1.950,-5.136,-16.935
1.967,-4.957,-16.731
1.983,-5.272,-16.631
2.000,-5.003,-16.607
2.017,-5.223,-16.273
2.033,-5.297,-16.651
2.050,-5.340,-16.658
2.067,-5.563,-16.839
2.083,-5.332,-16.950
2.100,-5.245,-16.992
2.117,-5.563,-16.945
2.133,-5.392,-17.031
2.150,-6.046,-16.827
2.167,-5.332,-16.901
2.183,-5.608,-16.869
2.200,-6.370,-16.722
2.217,-5.642,-16.685
2.233,-5.900,-16.680
2.250,-5.914,-16.468
2.267,-5.994,-16.142
2.283,-6.094,-15.948
2.300,-6.202,-16.071
2.317,-6.127,-16.144
2.333,-6.159,-16.047
2.350,-6.152,-16.104
2.367,-6.040,-16.077
2.383,-5.896,-16.068
2.400,-5.963,-15.895
2.417,-6.519,-15.407
2.433,-6.171,-15.232
2.450,-6.252,-15.199
2.467,-5.762,-15.112
2.483,-6.437,-14.687
2.500,-6.629,-14.349
2.517,-6.032,-14.434
2.533,-5.283,-14.506
2.550,-5.968,-14.426
2.567,-5.702,-13.909
2.583,-5.895,-14.202
2.600,-5.472,-14.023
2.617,-4.986,-13.980
2.633,-4.637,-13.776
2.650,-3.622,-13.699
2.667,-4.387,-13.413
2.683,-4.208,-13.158
2.700,-4.412,-13.149
2.717,-4.432,-13.577
2.733,-4.480,-13.795
2.750,-4.865,-13.566
2.767,-4.176,-13.938
2.783,-4.527,-13.890
2.800,-4.517,-14.079
2.817,-5.067,-14.128
2.833,-5.183,-14.202
2.850,-4.984,-13.957
2.867,-5.313,-13.899
2.883,-4.925,-13.960
2.900,-5.426,-13.976
2.917,-5.932,-13.655
2.933,-5.120,-13.803
2.950,-5.511,-13.828
2.967,-6.228,-13.523
2.983,-5.841,-13.504
3.000,-6.210,-13.227
3.017,-6.328,-13.249
3.033,-6.053,-13.302
3.050,-6.407,-13.135
3.067,-6.794,-13.007
3.083,-6.299,-13.184
3.100,-6.441,-13.307
3.117,-6.738,-13.393
3.133,-7.162,-13.347
3.150,-6.777,-13.311
3.167,-6.675,-13.118
3.183,-7.039,-12.913
3.200,-7.316,-12.678
3.217,-6.849,-12.948
3.233,-6.913,-12.958
3.250,-7.009,-12.958
3.267,-6.820,-12.992
3.283,-7.071,-12.924
3.300,-7.215,-12.991
3.317,-6.946,-13.110
3.333,-7.131,-13.152
3.350,-7.263,-13.115
3.367,-6.786,-13.432
3.383,-7.058,-13.283
3.400,-6.849,-13.310
3.417,-6.636,-13.512
3.433,-6.338,-13.708
3.450,-6.864,-13.755
3.467,-6.808,-13.907
3.483,-7.072,-14.252
3.500,-6.977,-14.681
3.517,-7.086,-14.634
3.533,-7.003,-15.045
3.550,-7.259,-15.178
3.567,-6.835,-15.582
3.583,-7.653,-15.735
3.600,-6.642,-16.310
3.617,-7.021,-16.487
3.633,-7.118,-16.749
3.650,-6.899,-17.132
3.667,-7.373,-17.141
3.683,-7.269,-17.131
3.700,-7.203,-17.021
3.717,-6.632,-16.955
3.733,-6.771,-16.774
3.750,-6.991,-16.396
3.767,-6.928,-16.032
3.783,-7.036,-15.609
3.800,-7.634,-14.819
3.817,-7.417,-14.553
3.833,-7.537,-13.925
3.850,-7.666,-13.345
3.867,-6.954,-13.095
3.883,-7.179,-13.051
3.900,-7.121,-13.036
3.917,-7.380,-13.411
3.933,-6.261,-13.460
3.950,-6.177,-13.571
3.967,-6.811,-13.760
3.983,-6.500,-13.763
4.000,-5.694,-13.661
4.017,-6.055,-13.731
4.033,-5.532,-13.721
4.050,-5.261,-13.678
4.067,-5.798,-13.603
4.083,-5.075,-13.908
4.100,-5.067,-13.974
4.117,-5.023,-14.284
4.133,-4.775,-14.487
4.150,-4.805,-14.533
4.167,-5.060,-14.777
4.183,-5.024,-14.668
4.200,-5.030,-14.886
4.217,-4.885,-14.870
4.233,-5.503,-15.042
4.250,-5.257,-15.358
4.267,-5.417,-15.604
4.283,-5.255,-15.639
4.300,-5.235,-15.704
4.317,-5.226,-15.956
4.333,-5.588,-15.795
4.350,-5.527,-16.003
4.367,-5.490,-16.204
4.383,-5.074,-16.575
4.400,-5.789,-16.862
4.417,-4.959,-17.231
4.433,-5.006,-17.772
4.450,-4.365,-18.124
4.467,-4.610,-18.694
4.483,-5.271,-18.686
4.500,-5.136,-18.815
4.517,-5.572,-18.573
4.533,-5.266,-18.469
4.550,-5.366,-18.255
4.567,-4.986,-18.296
4.583,-5.382,-18.109
4.600,-5.113,-17.997
4.617,-6.098,-17.451
4.633,-6.278,-16.999
4.650,-6.239,-16.528
4.667,-6.764,-16.428
4.683,-6.648,-16.068
4.700,-6.655,-16.079
4.717,-6.273,-16.015
4.733,-6.427,-15.537
4.750,-6.589,-14.642
4.767,-6.207,-14.630
4.783,-6.603,-14.081
4.800,-6.270,-13.927
4.817,-6.491,-13.975
4.833,-6.145,-13.743
4.850,-5.959,-14.026
4.867,-6.234,-13.750
4.883,-5.927,-13.603
