type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-6.781,-19.501
0.017,-6.583,-19.054
0.033,-7.012,-18.557
0.050,-6.926,-17.955
0.067,-7.053,-17.318
0.083,-6.735,-16.609
0.100,-6.943,-16.285
0.117,-6.849,-15.803
0.133,-6.721,-15.646
0.150,-6.753,-15.164
0.167,-6.284,-14.914
0.183,-5.968,-14.901
0.200,-5.233,-14.853
0.217,-5.230,-14.825
0.233,-4.903,-14.800
0.250,-4.536,-14.766
0.267,-4.644,-14.681
0.283,-4.801,-14.683
0.300,-4.859,-14.510
0.317,-4.687,-14.340
0.333,-4.545,-14.140
0.350,-4.391,-14.147
0.367,-4.613,-14.225
0.383,-4.627,-14.412
0.400,-4.658,-14.354
0.417,-4.850,-14.348
0.433,-4.621,-14.359
0.450,-4.934,-14.424
0.467,-4.483,-14.279
0.483,-4.791,-14.459
0.500,-4.487,-14.500
0.517,-4.695,-14.577
0.533,-4.399,-14.785
0.550,-4.567,-14.816
0.567,-4.612,-15.041
0.583,-4.644,-15.248
0.600,-4.788,-15.229
0.617,-5.301,-15.268
0.633,-5.182,-15.470
0.650,-5.823,-15.252
0.667,-6.322,-15.154
0.683,-6.684,-15.110
0.700,-6.852,-15.129
0.717,-7.153,-15.147
0.733,-7.151,-15.178
0.750,-7.039,-15.415
0.767,-7.286,-15.616
0.783,-7.696,-15.869
0.800,-7.874,-16.075
0.817,-8.132,-15.959
0.833,-7.766,-16.128
0.850,-7.971,-16.121
0.867,-8.153,-16.371
0.883,-8.110,-16.515
0.900,-8.464,-16.433
0.917,-8.592,-16.653
0.933,-8.782,-17.100
0.950,-8.490,-17.264
0.967,-8.189,-17.866
0.983,-8.075,-18.445
1.000,-7.773,-18.843
1.017,-8.376,-19.061
1.033,-8.187,-18.821
1.050,-7.971,-18.708
1.067,-8.318,-18.674
1.083,-8.288,-18.658
1.100,-8.248,-18.693
1.117,-8.431,-18.931
1.133,-8.431,-18.874
1.150,-8.042,-18.962
1.167,-8.230,-18.901
1.183,-8.204,-19.230
1.200,-7.814,-19.606
1.217,-7.867,-19.758
1.233,-8.438,-19.941
1.250,-8.200,-19.825
1.267,-8.548,-19.658
1.283,-8.606,-19.508
1.300,-8.708,-19.217
1.317,-8.849,-19.005
