type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,8.631,-20.793
0.017,8.915,-20.954
0.033,8.519,-21.212
0.050,8.647,-21.348
0.067,8.572,-21.654
0.083,8.526,-21.922
0.100,8.775,-22.331
0.117,8.842,-22.532
0.133,8.704,-22.707
0.150,8.841,-22.789
0.167,8.850,-22.819
0.183,8.409,-22.562
0.200,8.533,-22.673
0.217,8.575,-22.687
0.233,8.485,-22.637
0.250,8.546,-22.690
0.267,8.671,-22.673
0.283,8.058,-22.352
0.300,8.134,-22.395
0.317,8.043,-22.262
0.333,8.064,-22.127
0.350,7.877,-21.858
0.367,7.705,-21.752
0.383,7.814,-21.700
0.400,8.134,-21.695
0.417,7.483,-21.684
0.433,7.402,-21.483
0.450,7.428,-21.358
0.467,7.048,-21.494
0.483,7.502,-21.577
0.500,7.108,-21.604
0.517,7.529,-21.649
0.533,7.544,-21.567
0.550,6.844,-21.820
0.567,7.217,-21.830
0.583,7.014,-21.965
0.600,7.337,-22.073
0.617,6.778,-21.963
0.633,6.975,-22.137
0.650,7.222,-22.338
0.667,7.035,-22.506
0.683,7.002,-22.748
0.700,6.884,-23.014
0.717,6.854,-23.170
0.733,6.998,-23.135
0.750,6.881,-23.475
0.767,7.027,-23.417
0.783,7.036,-23.450
0.800,6.978,-23.387
0.817,6.918,-23.478
0.833,6.944,-23.237
0.850,6.926,-23.422
0.867,6.524,-23.435
0.883,6.214,-23.320
0.900,6.618,-23.452
0.917,6.730,-23.612
0.933,6.592,-23.669
0.950,6.403,-23.957
0.967,6.559,-24.079
0.983,6.510,-24.274
1.000,6.516,-24.900
1.017,6.689,-25.042
1.033,6.355,-25.101
1.050,7.029,-25.444
1.067,6.856,-25.515
1.083,7.069,-25.873
1.100,6.614,-26.317
1.117,6.940,-26.550
1.133,6.830,-27.066
1.150,6.693,-27.135
1.167,6.801,-27.205
1.183,6.868,-26.931
1.200,6.971,-26.886
1.217,6.729,-26.707
1.233,7.062,-26.765
1.250,7.355,-26.960
1.267,6.935,-26.810
1.283,7.605,-26.870
1.300,6.792,-26.871
1.317,7.186,-26.786
1.333,6.861,-26.541
1.350,7.214,-26.507
1.367,6.978,-26.305
1.383,6.124,-25.691
1.400,5.954,-25.546
1.417,6.279,-25.081
1.433,5.962,-24.792
1.450,6.202,-24.849
1.467,5.979,-24.408
1.483,5.286,-23.551
1.500,5.355,-23.360
1.517,5.258,-22.990
1.533,4.929,-22.497
1.550,5.925,-21.856
1.567,5.097,-21.192
1.583,4.635,-20.634
1.600,4.881,-20.273
1.617,4.710,-19.805
1.633,5.021,-19.552
1.650,5.223,-19.325
1.667,5.046,-19.097
1.683,5.142,-18.484
1.700,5.029,-17.938
1.717,4.696,-16.901
1.733,5.468,-16.447
1.750,5.080,-16.013
1.767,5.263,-15.886
