type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-13.091,-53.479
0.017,-13.742,-53.540
0.033,-14.004,-53.692
0.050,-14.071,-53.547
0.067,-14.816,-53.146
0.083,-14.986,-52.678
0.100,-15.319,-52.351
0.117,-15.833,-51.769
0.133,-16.245,-51.399
0.150,-16.643,-51.089
0.167,-16.717,-50.632
0.183,-16.703,-50.618
0.200,-17.415,-50.260
0.217,-17.388,-50.281
0.233,-17.296,-49.769
0.250,-17.921,-49.571
0.267,-18.151,-49.431
0.283,-18.312,-49.269
0.300,-18.413,-48.817
0.317,-18.528,-48.271
0.333,-18.143,-48.099
0.350,-18.634,-47.505
0.367,-18.467,-47.570
0.383,-18.927,-47.097
0.400,-18.371,-46.638
0.417,-18.224,-46.451
0.433,-18.236,-46.300
0.450,-17.875,-45.905
0.467,-17.942,-45.691
0.483,-17.631,-45.293
0.500,-17.563,-44.745
0.517,-17.885,-44.107
0.533,-17.424,-43.650
0.550,-17.946,-43.428
0.567,-17.564,-43.203
0.583,-17.106,-42.879
0.600,-17.443,-42.879
0.617,-17.088,-42.200
0.633,-16.838,-41.706
0.650,-17.057,-41.195
0.667,-16.856,-40.655
0.683,-17.145,-40.258
0.700,-16.629,-39.900
0.717,-16.710,-39.649
0.733,-16.432,-39.393
0.750,-16.349,-39.173
0.767,-16.425,-39.218
0.783,-15.659,-38.882
0.800,-15.555,-38.903
0.817,-15.915,-39.274
0.833,-16.036,-38.890
0.850,-15.070,-38.558
0.867,-13.859,-38.169
0.883,-13.255,-38.164
0.900,-12.880,-37.741
0.917,-12.801,-37.918
0.933,-12.383,-37.624
0.950,-11.958,-37.702
0.967,-11.991,-37.670
0.983,-11.451,-37.888
1.000,-11.499,-37.930
1.017,-11.387,-38.138
1.033,-10.172,-37.981
1.050,-10.033,-38.038
1.067,-9.618,-38.138
1.083,-8.832,-38.283
1.100,-8.636,-38.408
1.117,-8.421,-38.785
1.133,-8.042,-39.378
1.150,-8.243,-39.586
1.167,-8.411,-40.077
1.183,-8.354,-40.438
1.200,-8.522,-40.494
1.217,-9.105,-40.919
1.233,-9.303,-41.232
1.250,-9.299,-41.630
1.267,-9.515,-42.047
1.283,-9.533,-42.930
1.300,-10.446,-43.972
1.317,-11.084,-44.351
1.333,-12.061,-45.011
1.350,-11.995,-45.428
1.367,-11.980,-45.750
1.383,-12.754,-45.399
1.400,-12.827,-44.919
1.417,-13.154,-44.703
1.433,-13.220,-44.152
1.450,-13.499,-43.725
1.467,-13.900,-43.190
1.483,-13.962,-42.749
1.500,-14.776,-42.860
1.517,-15.233,-42.624
1.533,-15.460,-42.827
1.550,-15.375,-42.841
1.567,-15.898,-43.297
1.583,-16.456,-43.524
1.600,-16.196,-43.570
1.617,-16.549,-43.675
1.633,-16.815,-43.855
1.650,-16.960,-44.101
1.667,-17.608,-44.271
1.683,-18.243,-44.468
1.700,-18.491,-44.666
1.717,-18.521,-44.854
1.733,-18.018,-45.033
1.750,-18.029,-44.916
1.767,-18.349,-44.779
1.783,-18.088,-44.560
1.800,-17.748,-44.347
1.817,-18.137,-43.765
1.833,-17.727,-43.647
1.850,-17.537,-42.764
1.867,-17.321,-41.756
1.883,-17.512,-40.719
1.900,-16.916,-39.698
1.917,-16.651,-38.948
1.933,-16.968,-37.946
1.950,-16.848,-37.030
1.967,-17.397,-35.444
1.983,-17.627,-34.280
2.000,-17.377,-33.426
2.017,-16.849,-32.357
2.033,-16.755,-31.483
2.050,-16.369,-30.604
2.067,-16.455,-29.935
2.083,-16.520,-29.370
2.100,-15.851,-28.878
2.117,-15.455,-27.972
2.133,-15.009,-27.752
2.150,-14.767,-27.215
2.167,-14.507,-26.741
2.183,-14.603,-26.357
2.200,-13.393,-26.183
2.217,-13.222,-25.703
2.233,-13.016,-25.754
2.250,-13.510,-25.717
2.267,-13.174,-25.923
2.283,-12.733,-26.241
