type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-9.469,-3.892
0.017,-9.030,-4.323
0.033,-9.495,-4.677
0.050,-9.322,-4.828
0.067,-9.438,-4.846
0.083,-9.547,-5.114
0.100,-9.633,-5.010
0.117,-9.537,-5.026
0.133,-9.472,-5.215
0.150,-9.533,-5.255
0.167,-9.550,-5.644
0.183,-9.617,-5.642
0.200,-9.589,-5.499
0.217,-9.518,-5.332
0.233,-9.531,-5.268
0.250,-9.438,-5.521
0.267,-9.653,-5.253
0.283,-9.744,-5.252
0.300,-9.662,-5.456
0.317,-9.942,-5.345
0.333,-10.100,-5.275
0.350,-9.732,-5.308
0.367,-9.658,-5.234
0.383,-10.056,-5.396
0.400,-9.817,-5.134
0.417,-9.996,-5.300
0.433,-9.861,-5.065
0.450,-9.826,-5.300
0.467,-10.068,-5.229
0.483,-10.064,-5.012
0.500,-9.751,-5.064
0.517,-9.873,-5.195
0.533,-9.539,-4.906
0.550,-10.467,-4.716
0.567,-10.229,-4.488
0.583,-10.102,-4.289
0.600,-10.177,-4.422
0.617,-10.170,-4.299
0.633,-10.245,-4.157
0.650,-10.297,-4.086
0.667,-10.643,-4.034
0.683,-10.587,-4.020
0.700,-10.651,-3.793
0.717,-10.273,-3.803
0.733,-10.386,-3.958
0.750,-10.386,-3.694
0.767,-10.567,-3.648
0.783,-10.667,-3.652
0.800,-10.205,-3.485
0.817,-10.707,-3.429
0.833,-10.405,-3.183
0.850,-10.383,-3.021
0.867,-10.684,-3.066
0.883,-10.425,-2.890
0.900,-10.491,-2.793
0.917,-10.689,-2.804
0.933,-10.230,-2.634
0.950,-10.031,-2.577
0.967,-9.850,-2.486
0.983,-9.892,-2.507
1.000,-10.470,-2.392
1.017,-10.209,-2.151
1.033,-9.850,-1.976
1.050,-9.978,-1.953
1.067,-9.876,-1.884
1.083,-9.899,-1.641
1.100,-10.095,-1.596
1.117,-10.104,-1.548
1.133,-10.190,-1.408
1.150,-9.872,-1.160
1.167,-10.243,-1.142
1.183,-9.895,-1.061
1.200,-9.870,-1.007
1.217,-9.557,-0.907
1.233,-9.739,-0.822
1.250,-9.930,-0.630
1.267,-10.220,-0.614
1.283,-10.584,-0.641
1.300,-9.807,-0.431
1.317,-9.768,-0.308
1.333,-9.582,-0.161
1.350,-9.267,-0.047
1.367,-9.199,0.028
1.383,-8.963,0.099
1.400,-9.407,0.095
1.417,-9.032,0.216
1.433,-8.948,0.388
1.450,-9.027,0.628
1.467,-8.898,0.418
1.483,-8.743,0.615
1.500,-8.913,0.471
1.517,-9.068,0.649
1.533,-8.849,0.539
1.550,-8.782,0.515
1.567,-8.770,0.513
1.583,-8.494,0.475
1.600,-8.887,0.265
1.617,-8.914,0.074
1.633,-9.208,-0.216
1.650,-9.416,-0.307
1.667,-9.072,-0.431
1.683,-9.187,-0.674
1.700,-9.334,-0.911
1.717,-9.541,-1.223
1.733,-10.019,-1.473
1.750,-9.286,-1.422
1.767,-9.462,-1.635
1.783,-9.448,-1.701
1.800,-9.089,-1.847
1.817,-9.608,-2.184
1.833,-9.786,-2.116
1.850,-9.466,-2.198
1.867,-9.917,-2.138
1.883,-9.649,-2.075
1.900,-9.354,-2.068
1.917,-9.574,-2.101
1.933,-9.815,-2.096
1.950,-9.347,-1.945
1.967,-9.611,-1.990
1.983,-9.986,-2.084
2.000,-9.850,-1.948
2.017,-9.947,-2.140
2.033,-9.965,-1.988
2.050,-10.099,-2.088
2.067,-10.094,-2.192
2.083,-9.854,-2.043
2.100,-9.633,-2.234
2.117,-9.766,-2.257
2.133,-9.752,-2.295
2.150,-9.554,-2.457
2.167,-10.006,-2.278
2.183,-9.821,-2.417
2.200,-10.037,-2.422
2.217,-9.699,-2.422
2.233,-9.718,-2.363
2.250,-9.842,-2.445
2.267,-9.637,-2.529
2.283,-9.949,-2.704
2.300,-9.905,-2.734
2.317,-9.659,-2.609
2.333,-10.222,-2.508
2.350,-9.730,-2.656
2.367,-9.832,-2.814
2.383,-10.037,-2.760
2.400,-9.760,-2.761
2.417,-9.702,-2.751
2.433,-9.864,-2.863
2.450,-9.362,-2.996
2.467,-9.422,-2.949
2.483,-9.635,-3.004
2.500,-9.425,-2.787
2.517,-8.998,-2.859
2.533,-9.045,-3.023
2.550,-9.179,-2.905
2.567,-8.881,-3.006
2.583,-8.640,-2.973
2.600,-8.641,-2.921
2.617,-8.813,-3.021
2.633,-8.681,-2.942
2.650,-8.610,-3.055
2.667,-8.675,-3.196
2.683,-8.859,-3.346
2.700,-8.489,-3.192
2.717,-8.736,-3.064
2.733,-8.796,-2.943
2.750,-8.951,-3.107
2.767,-8.937,-3.039
2.783,-8.659,-3.069
2.800,-8.494,-3.157
2.817,-8.704,-3.119
2.833,-8.494,-3.175
2.850,-8.895,-3.108
2.867,-8.995,-3.038
2.883,-8.806,-3.093
2.900,-9.310,-2.979
2.917,-9.245,-2.878
2.933,-9.157,-2.921
2.950,-9.259,-2.892
2.967,-9.238,-3.004
2.983,-9.468,-2.946
3.000,-9.302,-2.886
3.017,-9.463,-2.977
3.033,-9.047,-3.074
