type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-6.132,-16.712
0.017,-6.482,-16.717
0.033,-6.348,-16.723
0.050,-6.438,-16.723
0.067,-6.458,-16.758
0.083,-6.369,-16.883
0.100,-6.384,-16.988
0.117,-6.253,-17.081
0.133,-6.617,-16.962
0.150,-5.985,-17.020
0.167,-6.396,-16.935
0.183,-6.099,-17.055
0.200,-6.260,-17.171
0.217,-5.971,-17.388
0.233,-5.623,-17.293
0.250,-5.422,-17.499
0.267,-5.996,-17.438
0.283,-5.478,-17.728
0.300,-5.583,-17.809
0.317,-5.467,-17.906
0.333,-5.690,-18.184
0.350,-6.206,-18.507
0.367,-5.497,-19.159
0.383,-5.345,-19.321
0.400,-5.387,-19.562
0.417,-5.389,-19.582
0.433,-5.536,-19.849
0.450,-5.292,-19.842
0.467,-5.287,-19.863
0.483,-5.173,-19.670
0.500,-5.244,-19.652
0.517,-5.138,-19.747
0.533,-5.714,-19.653
0.550,-5.312,-19.515
0.567,-5.678,-19.602
0.583,-5.565,-19.889
0.600,-5.380,-19.794
0.617,-5.665,-19.976
0.633,-5.392,-20.098
0.650,-6.068,-19.728
0.667,-5.670,-20.092
0.683,-5.804,-20.261
0.700,-5.264,-20.388
0.717,-5.966,-20.317
0.733,-5.574,-20.674
0.750,-5.667,-20.843
0.767,-5.810,-20.815
0.783,-6.200,-20.826
0.800,-5.797,-20.784
0.817,-6.382,-20.727
0.833,-6.286,-20.639
0.850,-5.883,-20.639
0.867,-6.277,-20.755
0.883,-6.713,-20.896
0.900,-6.432,-21.001
0.917,-6.400,-21.013
0.933,-6.870,-21.135
0.950,-6.681,-21.287
0.967,-7.162,-21.345
0.983,-7.366,-20.907
1.000,-6.981,-21.141
1.017,-7.520,-21.310
1.033,-7.552,-21.351
1.050,-7.605,-20.909
1.067,-7.437,-21.065
1.083,-6.969,-20.734
1.100,-6.684,-20.401
1.117,-7.416,-20.237
1.133,-7.008,-20.167
1.150,-7.117,-19.981
1.167,-7.134,-19.850
1.183,-6.973,-20.029
1.200,-7.451,-20.073
1.217,-6.970,-19.546
1.233,-6.853,-19.699
1.250,-6.867,-19.487
1.267,-7.270,-19.352
1.283,-7.333,-19.721
1.300,-6.847,-19.519
1.317,-6.553,-19.826
1.333,-6.942,-19.466
1.350,-7.070,-19.646
1.367,-6.830,-19.513
1.383,-7.107,-19.271
1.400,-7.503,-19.168
1.417,-6.463,-19.166
1.433,-7.220,-18.724
1.450,-6.689,-18.654
1.467,-6.399,-18.355
1.483,-6.454,-17.892
1.500,-6.508,-17.963
1.517,-6.694,-17.806
1.533,-6.558,-17.575
1.550,-6.327,-17.445
1.567,-6.176,-17.625
1.583,-5.838,-17.515
1.600,-5.750,-17.430
1.617,-5.732,-17.622
1.633,-5.837,-17.738
1.650,-5.593,-17.569
1.667,-5.861,-17.602
1.683,-5.538,-17.770
1.700,-5.778,-17.543
1.717,-5.391,-17.745
1.733,-5.956,-17.704
1.750,-6.059,-17.342
1.767,-6.070,-17.535
1.783,-5.993,-17.374
1.800,-6.301,-17.462
1.817,-6.362,-17.530
1.833,-6.153,-17.432
1.850,-6.369,-17.658
1.867,-6.800,-17.720
1.883,-7.000,-17.545
1.900,-6.771,-17.569
1.917,-6.815,-17.628
1.933,-6.975,-17.522
1.950,-6.490,-17.567
1.967,-6.732,-17.237
1.983,-6.667,-17.398
2.000,-6.832,-17.345
2.017,-6.215,-17.402
2.033,-6.979,-17.286
2.050,-7.016,-17.188
2.067,-6.756,-17.319
2.083,-6.583,-17.503
2.100,-6.467,-17.375
2.117,-6.836,-17.276
2.133,-6.668,-17.410
2.150,-7.008,-17.247
2.167,-6.886,-17.427
2.183,-7.373,-17.259
2.200,-7.307,-17.209
2.217,-7.268,-17.093
2.233,-7.577,-17.201
2.250,-7.646,-17.203
2.267,-7.815,-17.261
2.283,-8.080,-17.165
2.300,-7.609,-17.014
2.317,-8.217,-16.959
2.333,-7.848,-17.122
2.350,-7.892,-17.055
2.367,-7.568,-16.863
2.383,-7.810,-16.587
2.400,-8.036,-16.674
2.417,-7.900,-16.578
2.433,-8.237,-16.305
2.450,-8.009,-16.449
2.467,-8.356,-16.453
2.483,-8.100,-16.297
2.500,-8.382,-16.479
2.517,-8.268,-16.446
2.533,-7.756,-16.388
2.550,-8.087,-16.387
2.567,-8.170,-16.267
2.583,-7.898,-16.344
2.600,-7.612,-16.715
2.617,-7.585,-16.738
2.633,-7.686,-16.976
2.650,-7.542,-16.863
2.667,-7.301,-17.058
2.683,-7.564,-17.090
2.700,-7.156,-17.163
2.717,-7.226,-17.376
