type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-0.335,-21.907
0.017,0.003,-22.080
0.033,0.250,-22.068
0.050,0.779,-21.978
0.067,1.122,-21.490
0.083,1.526,-20.997
0.100,2.314,-20.614
0.117,2.588,-20.287
0.133,2.902,-20.218
0.150,3.322,-20.397
0.167,3.447,-20.600
0.183,3.378,-20.800
0.200,3.990,-20.946
0.217,4.131,-21.115
0.233,3.984,-21.977
0.250,4.639,-22.935
0.267,4.920,-23.404
0.283,4.666,-23.661
0.300,4.390,-24.095
0.317,4.581,-24.151
0.333,4.390,-24.441
0.350,4.763,-24.383
0.367,4.846,-24.253
0.383,4.485,-24.271
0.400,4.531,-23.932
0.417,4.474,-23.656
0.433,4.204,-23.716
0.450,4.018,-23.731
0.467,3.263,-23.622
0.483,3.206,-23.578
0.500,3.082,-23.515
0.517,3.020,-23.880
0.533,3.097,-24.194
0.550,2.777,-24.667
0.567,2.344,-24.655
0.583,1.973,-24.925
0.600,1.800,-25.523
0.617,1.603,-25.769
0.633,1.246,-26.576
0.650,1.506,-27.137
0.667,1.954,-27.812
0.683,1.698,-28.023
0.700,1.151,-28.318
0.717,0.991,-28.392
0.733,1.142,-28.397
0.750,1.014,-28.299
0.767,0.980,-28.718
0.783,1.054,-28.564
0.800,0.771,-28.170
0.817,0.549,-28.037
0.833,0.549,-28.043
0.850,0.223,-27.510
0.867,0.067,-27.552
0.883,0.252,-27.535
0.900,0.810,-27.759
0.917,0.799,-27.818
0.933,0.242,-27.662
0.950,0.332,-28.188
0.967,-0.067,-28.118
0.983,0.375,-28.084
1.000,0.190,-27.994
1.017,0.608,-27.982
1.033,0.247,-27.960
1.050,-0.031,-27.991
1.067,-0.142,-27.908
1.083,-0.011,-27.569
1.100,-0.632,-27.551
1.117,-0.719,-27.410
1.133,-0.887,-27.416
1.150,-1.063,-27.442
1.167,-1.463,-27.302
1.183,-1.548,-27.414
1.200,-1.411,-27.649
1.217,-1.038,-27.748
1.233,-1.429,-27.742
1.250,-1.133,-27.940
1.267,-0.812,-28.414
1.283,-0.772,-28.784
1.300,-0.834,-29.032
1.317,-0.516,-29.305
1.333,0.008,-29.472
1.350,0.628,-29.640
1.367,0.523,-29.735
1.383,0.540,-29.885
1.400,1.055,-30.130
1.417,0.976,-30.239
1.433,1.368,-30.313
