type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,8.967,-36.369
0.017,8.612,-36.822
0.033,8.144,-36.976
0.050,8.259,-37.316
0.067,8.697,-37.541
0.083,8.739,-37.572
0.100,8.954,-37.985
0.117,8.854,-38.148
0.133,8.938,-38.074
0.150,8.543,-37.901
0.167,8.806,-37.901
0.183,8.464,-37.849
0.200,8.633,-38.022
0.217,9.158,-37.843
0.233,8.685,-37.340
0.250,9.143,-37.149
0.267,8.192,-37.188
0.283,8.501,-37.186
0.300,8.839,-37.452
0.317,8.769,-37.186
0.333,8.464,-37.040
0.350,8.880,-37.070
0.367,7.754,-37.191
0.383,8.140,-36.771
0.400,8.155,-36.883
0.417,8.170,-36.417
0.433,8.812,-36.463
0.450,8.064,-35.817
0.467,7.917,-36.025
0.483,7.817,-35.606
0.500,7.691,-35.369
0.517,7.945,-35.508
0.533,8.280,-35.587
0.550,8.116,-35.758
0.567,7.695,-35.693
0.583,7.958,-35.768
0.600,7.691,-35.607
0.617,8.180,-35.638
0.633,7.630,-35.856
0.650,7.475,-35.616
0.667,7.749,-35.556
0.683,7.686,-35.823
0.700,7.665,-35.654
0.717,7.706,-35.614
0.733,7.600,-35.623
0.750,7.777,-35.649
0.767,7.661,-35.227
0.783,7.872,-34.986
0.800,7.693,-35.055
0.817,7.713,-35.172
0.833,7.762,-34.779
0.850,7.609,-34.609
0.867,7.938,-34.321
0.883,8.280,-34.093
0.900,8.036,-33.786
0.917,7.951,-33.497
0.933,8.190,-33.517
0.950,8.449,-32.901
0.967,8.026,-32.870
0.983,8.205,-32.659
1.000,7.909,-31.946
1.017,9.203,-31.620
1.033,8.754,-31.323
1.050,8.923,-30.959
1.067,9.061,-30.845
1.083,9.271,-30.690
1.100,8.669,-30.576
1.117,8.843,-30.388
1.133,9.154,-30.325
1.150,8.818,-30.701
1.167,8.649,-30.839
1.183,8.944,-30.833
1.200,8.744,-30.834
1.217,8.954,-30.888
1.233,8.739,-31.038
1.250,8.708,-31.270
1.267,8.628,-31.271
1.283,8.480,-31.422
1.300,8.791,-31.044
1.317,8.349,-30.937
1.333,8.179,-31.145
1.350,8.322,-31.167
1.367,8.580,-31.089
1.383,8.375,-31.318
1.400,8.686,-31.453
1.417,8.014,-31.723
1.433,8.607,-31.502
1.450,7.956,-32.023
1.467,8.153,-31.668
1.483,7.834,-32.265
1.500,7.764,-32.770
1.517,7.688,-32.852
