type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-2.593,-4.194
0.017,-3.226,-4.136
0.033,-3.920,-4.276
0.050,-4.103,-4.262
0.067,-4.827,-4.513
0.083,-5.130,-4.659
0.100,-5.761,-4.589
0.117,-6.343,-4.973
0.133,-6.992,-5.400
0.150,-7.265,-6.224
0.167,-8.046,-6.766
0.183,-8.453,-7.144
0.200,-8.499,-7.641
0.217,-8.962,-8.327
0.233,-9.177,-9.327
0.250,-9.017,-10.594
0.267,-9.538,-11.693
0.283,-8.707,-13.303
0.300,-8.333,-14.876
0.317,-8.228,-16.314
0.333,-8.418,-17.434
0.350,-8.778,-18.117
0.367,-9.563,-18.687
0.383,-9.627,-18.912
0.400,-9.375,-18.657
0.417,-10.344,-18.487
0.433,-10.444,-18.149
0.450,-10.691,-18.160
0.467,-11.012,-17.786
0.483,-10.819,-17.906
0.500,-10.612,-17.897
0.517,-10.513,-17.883
0.533,-11.165,-17.798
0.550,-10.642,-18.055
0.567,-10.623,-18.231
0.583,-10.292,-18.348
0.600,-10.127,-18.279
0.617,-10.440,-18.337
0.633,-10.054,-18.192
0.650,-9.795,-18.294
0.667,-9.294,-18.356
0.683,-8.835,-18.214
0.700,-8.838,-18.011
0.717,-9.096,-17.393
0.733,-8.535,-16.904
0.750,-7.721,-16.533
0.767,-7.544,-16.173
0.783,-7.410,-16.145
0.800,-6.869,-16.277
0.817,-6.875,-16.226
0.833,-6.625,-15.941
0.850,-6.485,-15.978
0.867,-5.937,-15.794
0.883,-5.632,-16.084
0.900,-5.165,-16.020
0.917,-4.729,-15.960
0.933,-3.958,-16.287
0.950,-3.640,-16.261
0.967,-3.079,-16.337
0.983,-2.832,-16.320
1.000,-2.876,-16.383
1.017,-2.393,-16.618
1.033,-2.289,-16.459
1.050,-1.814,-16.698
1.067,-1.261,-16.783
1.083,-1.089,-16.821
1.100,-1.159,-16.614
1.117,-0.890,-16.448
1.133,-0.220,-16.396
1.150,-0.303,-16.390
1.167,0.036,-15.821
1.183,0.305,-15.830
1.200,0.639,-15.591
1.217,0.586,-15.221
1.233,0.905,-15.099
1.250,0.794,-14.737
1.267,0.806,-14.344
1.283,0.221,-13.688
1.300,0.461,-13.243
1.317,0.744,-12.828
1.333,0.572,-12.327
1.350,0.605,-12.292
1.367,1.220,-11.990
1.383,1.156,-11.963
1.400,1.128,-11.758
1.417,1.130,-11.469
1.433,0.598,-11.226
1.450,0.975,-11.178
1.467,0.821,-11.384
1.483,0.841,-11.166
