type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,14.444,-37.921
0.017,13.648,-38.126
0.033,14.236,-38.052
0.050,13.629,-38.825
0.067,13.855,-38.560
0.083,13.211,-38.338
0.100,13.392,-38.246
0.117,12.793,-38.436
0.133,13.225,-38.479
0.150,13.203,-38.525
0.167,13.535,-38.326
0.183,13.158,-37.904
0.200,13.697,-37.552
0.217,14.223,-37.208
0.233,14.296,-36.941
0.250,15.140,-36.211
0.267,14.949,-36.202
0.283,15.460,-35.572
0.300,15.057,-34.925
0.317,15.376,-35.275
0.333,15.104,-34.770
0.350,14.952,-34.545
0.367,14.837,-34.888
0.383,14.455,-35.566
0.400,14.273,-35.592
0.417,14.359,-35.962
0.433,14.428,-35.922
0.450,14.206,-36.217
0.467,13.750,-36.570
0.483,14.020,-36.830
0.500,13.731,-36.697
0.517,13.597,-36.899
0.533,13.932,-37.164
0.550,13.694,-36.893
0.567,13.497,-36.518
0.583,14.071,-36.545
0.600,13.925,-36.197
0.617,14.219,-36.222
0.633,14.904,-34.984
0.650,15.136,-34.096
0.667,15.079,-33.212
0.683,15.114,-32.154
0.700,15.820,-31.284
0.717,15.669,-30.468
0.733,15.367,-29.668
0.750,14.855,-28.442
0.767,15.114,-28.096
0.783,14.629,-27.899
0.800,14.824,-27.896
0.817,14.611,-27.848
0.833,14.355,-27.840
0.850,14.486,-27.810
0.867,14.102,-27.926
0.883,14.491,-27.980
0.900,14.697,-28.208
0.917,14.464,-28.473
0.933,14.447,-28.801
0.950,15.200,-28.762
0.967,14.560,-29.161
0.983,14.706,-29.167
1.000,14.965,-29.578
1.017,14.831,-29.521
1.033,15.464,-29.623
1.050,15.379,-30.109
1.067,14.816,-30.181
1.083,15.068,-30.079
1.100,15.678,-30.170
1.117,14.965,-30.224
1.133,15.338,-30.587
1.150,15.094,-30.129
1.167,15.164,-30.287
1.183,15.585,-30.165
1.200,15.349,-30.216
1.217,15.118,-30.225
1.233,15.410,-30.191
1.250,14.977,-30.348
1.267,15.263,-30.186
1.283,15.526,-30.220
1.300,15.912,-30.197
1.317,15.675,-30.633
1.333,15.942,-29.893
1.350,15.376,-30.261
1.367,15.402,-30.152
1.383,15.955,-30.390
1.400,16.150,-30.301
1.417,16.036,-30.006
1.433,15.870,-30.305
1.450,15.921,-29.860
1.467,16.185,-30.154
1.483,15.908,-29.821
1.500,16.411,-29.685
1.517,16.072,-29.877
1.533,16.196,-29.888
1.550,15.931,-29.438
1.567,15.986,-29.505
1.583,16.075,-29.917
1.600,16.662,-29.612
1.617,15.891,-29.234
1.633,15.600,-29.764
1.650,14.937,-29.917
1.667,14.873,-29.792
1.683,15.538,-29.910
1.700,15.299,-29.949
1.717,15.365,-30.078
1.733,15.714,-30.753
1.750,15.241,-30.473
1.767,15.327,-30.632
1.783,15.267,-31.075
1.800,15.061,-30.890
1.817,15.711,-31.218
1.833,15.163,-31.597
1.850,15.227,-31.507
1.867,14.889,-31.726
1.883,14.928,-32.065
1.900,15.086,-31.777
1.917,15.329,-31.508
1.933,14.782,-31.704
1.950,14.934,-31.010
1.967,14.740,-31.053
1.983,14.465,-31.359
2.000,14.521,-31.032
2.017,14.164,-30.647
2.033,14.583,-30.739
2.050,14.531,-30.543
2.067,14.108,-30.273
2.083,14.636,-30.302
2.100,14.306,-30.205
2.117,14.552,-30.407
2.133,14.186,-30.035
2.150,14.468,-29.877
2.167,14.265,-29.583
2.183,14.807,-29.589
2.200,14.374,-29.307
2.217,14.546,-29.578
2.233,14.649,-29.385
2.250,14.633,-28.911
2.267,14.074,-28.900
2.283,14.629,-28.812
2.300,14.858,-28.657
2.317,14.564,-28.703
2.333,15.007,-28.478
2.350,14.797,-28.256
2.367,14.677,-28.274
2.383,14.687,-28.231
2.400,14.899,-28.144
2.417,14.927,-27.939
2.433,15.248,-27.957
2.450,14.632,-28.194
2.467,15.136,-28.117
2.483,14.807,-28.411
2.500,14.404,-28.248
2.517,15.316,-27.683
2.533,15.104,-27.805
2.550,14.301,-28.153
2.567,14.254,-28.250
2.583,14.242,-28.501
2.600,13.880,-28.207
2.617,13.888,-28.498
2.633,14.368,-28.691
2.650,14.519,-28.855
2.667,13.872,-28.871
2.683,14.117,-28.980
2.700,14.583,-28.913
2.717,14.272,-29.128
2.733,14.389,-29.256
2.750,13.968,-29.527
2.767,14.461,-29.155
2.783,13.860,-29.255
2.800,14.481,-29.312
2.817,14.709,-29.345
2.833,14.876,-29.499
2.850,14.643,-29.157
2.867,14.552,-29.143
