type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,-5.286,-11.055
0.017,-5.256,-11.208
0.033,-5.495,-11.433
0.050,-5.544,-11.681
0.067,-5.574,-11.985
0.083,-5.534,-12.000
0.100,-5.493,-12.099
0.117,-5.238,-12.184
0.133,-5.470,-12.499
0.150,-5.497,-12.888
0.167,-5.445,-13.005
0.183,-5.277,-13.348
0.200,-5.564,-13.614
0.217,-6.236,-13.770
0.233,-5.897,-14.091
0.250,-6.901,-14.207
0.267,-6.366,-14.354
0.283,-6.407,-14.450
0.300,-6.569,-14.490
0.317,-7.003,-14.426
0.333,-6.942,-14.497
0.350,-6.995,-14.542
0.367,-7.315,-14.473
0.383,-7.690,-14.170
0.400,-7.303,-14.161
0.417,-7.828,-14.186
0.433,-8.724,-14.206
0.450,-8.338,-14.178
0.467,-8.013,-14.223
0.483,-8.197,-14.311
0.500,-8.629,-14.195
0.517,-8.057,-14.132
0.533,-8.228,-13.996
0.550,-8.970,-13.999
0.567,-8.168,-13.985
0.583,-8.279,-14.086
0.600,-7.730,-14.052
0.617,-8.036,-13.902
0.633,-8.254,-13.938
0.650,-8.150,-14.078
0.667,-7.611,-13.981
0.683,-7.182,-13.638
0.700,-7.682,-13.676
0.717,-7.583,-13.571
0.733,-7.640,-13.550
0.750,-6.931,-13.399
0.767,-7.018,-13.351
0.783,-7.220,-13.049
0.800,-7.023,-12.949
0.817,-6.493,-12.803
0.833,-6.013,-12.544
0.850,-6.519,-12.538
0.867,-6.205,-12.370
0.883,-5.955,-12.235
0.900,-6.073,-12.099
0.917,-6.081,-11.914
0.933,-5.847,-12.000
0.950,-5.794,-11.943
0.967,-6.193,-11.931
0.983,-5.953,-12.285
1.000,-6.013,-11.971
1.017,-6.841,-12.346
1.033,-6.745,-12.290
1.050,-6.656,-12.616
1.067,-6.686,-12.628
1.083,-6.693,-12.583
1.100,-6.473,-12.650
1.117,-6.545,-12.532
1.133,-6.882,-12.527
1.150,-6.649,-12.735
1.167,-6.719,-12.392
1.183,-6.869,-12.673
1.200,-6.508,-12.611
1.217,-6.695,-12.735
1.233,-7.076,-12.639
1.250,-7.034,-12.639
1.267,-6.287,-12.290
1.283,-6.510,-11.951
1.300,-6.352,-11.801
1.317,-6.047,-11.603
1.333,-6.049,-11.473
1.350,-6.273,-11.543
1.367,-5.552,-11.348
1.383,-6.353,-11.229
1.400,-6.155,-11.147
1.417,-6.209,-11.138
1.433,-6.153,-11.112
1.450,-6.352,-11.012
1.467,-6.297,-10.910
1.483,-6.233,-10.975
1.500,-6.282,-11.230
1.517,-6.526,-11.301
1.533,-7.353,-11.308
1.550,-6.732,-11.034
1.567,-7.042,-11.277
1.583,-6.714,-11.078
1.600,-7.094,-11.161
1.617,-6.886,-11.155
1.633,-6.641,-11.471
1.650,-6.400,-11.297
1.667,-7.055,-11.428
1.683,-6.755,-11.352
1.700,-6.890,-11.367
1.717,-6.872,-11.093
1.733,-6.854,-11.362
1.750,-7.111,-11.413
1.767,-7.210,-11.268
1.783,-6.777,-11.132
1.800,-6.439,-10.937
1.817,-6.905,-11.134
1.833,-7.044,-11.163
1.850,-6.675,-10.834
1.867,-6.620,-11.302
1.883,-6.553,-11.313
1.900,-6.369,-10.963
1.917,-6.414,-10.845
1.933,-6.363,-11.007
1.950,-5.805,-10.804
1.967,-5.824,-10.868
1.983,-6.154,-10.801
2.000,-5.963,-10.831
2.017,-6.136,-10.875
2.033,-6.097,-10.640
