type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,4.887,-36.856
0.017,4.925,-37.024
0.033,4.408,-37.204
0.050,4.528,-37.374
0.067,4.585,-37.619
0.083,4.608,-37.784
0.100,4.614,-37.875
0.117,5.176,-37.950
0.133,4.813,-38.103
0.150,5.111,-38.030
0.167,4.532,-37.990
0.183,4.561,-38.081
0.200,4.249,-38.473
0.217,4.960,-38.445
0.233,4.738,-38.632
0.250,4.431,-38.802
0.267,4.306,-38.529
0.283,4.311,-38.636
0.300,4.373,-38.748
0.317,4.725,-38.477
0.333,4.908,-38.433
0.350,4.960,-38.553
0.367,4.827,-38.653
0.383,4.198,-38.646
0.400,4.720,-38.416
0.417,4.499,-38.450
0.433,4.322,-38.696
0.450,3.865,-38.776
0.467,4.118,-38.393
0.483,4.528,-38.194
0.500,3.932,-38.369
0.517,3.870,-38.126
0.533,4.084,-37.718
0.550,3.880,-37.740
0.567,3.977,-37.599
0.583,4.090,-37.585
0.600,4.283,-37.817
0.617,4.289,-37.456
0.633,4.467,-37.472
0.650,4.528,-37.630
0.667,3.930,-37.984
0.683,4.534,-37.704
0.700,4.084,-37.694
0.717,4.681,-37.000
0.733,4.374,-36.924
0.750,4.598,-36.892
0.767,4.483,-37.034
0.783,4.649,-36.824
0.800,4.540,-36.804
0.817,4.409,-36.888
0.833,4.903,-36.527
0.850,5.371,-36.517
0.867,5.172,-36.281
0.883,5.230,-36.415
0.900,5.339,-36.511
0.917,5.134,-36.625
0.933,5.213,-36.472
0.950,5.084,-36.432
0.967,5.204,-36.369
0.983,5.097,-36.310
1.000,5.073,-35.960
1.017,5.046,-36.333
1.033,5.355,-36.409
1.050,4.951,-36.562
1.067,4.975,-36.457
1.083,5.467,-36.531
1.100,5.296,-36.436
1.117,5.509,-36.631
1.133,5.369,-36.664
1.150,5.308,-36.760
1.167,5.375,-36.733
1.183,5.483,-36.647
1.200,5.805,-37.003
1.217,5.873,-36.530
1.233,5.535,-36.874
1.250,5.617,-36.673
1.267,5.389,-36.407
1.283,5.623,-36.706
1.300,5.247,-36.838
1.317,5.399,-36.880
1.333,5.231,-36.773
1.350,5.068,-36.908
1.367,5.286,-36.872
1.383,5.377,-36.494
1.400,5.066,-36.640
1.417,5.594,-36.577
1.433,5.554,-36.516
1.450,6.115,-36.266
1.467,5.845,-36.098
1.483,6.029,-36.005
1.500,6.178,-35.810
1.517,6.442,-35.716
1.533,6.625,-35.767
1.550,6.669,-35.689
1.567,6.694,-35.402
1.583,6.474,-35.058
1.600,7.081,-34.670
1.617,6.742,-34.689
1.633,6.195,-34.779
1.650,6.397,-34.770
1.667,6.474,-34.573
1.683,6.395,-34.766
1.700,6.434,-34.712
1.717,6.892,-34.637
1.733,6.677,-34.654
1.750,6.994,-34.539
1.767,7.027,-34.644
1.783,6.860,-34.884
1.800,6.656,-34.635
1.817,6.972,-34.971
1.833,6.866,-35.123
1.850,7.085,-34.745
1.867,6.717,-34.844
1.883,6.584,-34.719
1.900,7.009,-34.866
1.917,6.538,-34.968
1.933,6.676,-34.290
