type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,7.966,-6.406
0.017,8.485,-6.739
0.033,8.390,-6.856
0.050,8.986,-6.960
0.067,9.012,-7.072
0.083,9.488,-7.077
0.100,9.615,-7.067
0.117,9.626,-7.051
0.133,9.979,-6.810
0.150,10.140,-6.663
0.167,9.808,-6.560
0.183,10.078,-6.437
0.200,10.315,-6.395
0.217,10.584,-6.127
0.233,10.849,-5.731
0.250,11.321,-4.962
0.267,11.212,-4.648
0.283,11.712,-4.188
0.300,11.711,-4.100
0.317,12.164,-4.203
0.333,12.236,-4.282
0.350,12.026,-4.654
0.367,12.473,-4.619
0.383,12.825,-4.604
0.400,12.129,-4.615
0.417,12.791,-4.654
0.433,12.624,-4.987
0.450,12.248,-4.888
0.467,12.286,-4.527
0.483,12.147,-3.933
0.500,12.052,-3.774
0.517,11.904,-3.636
0.533,11.805,-3.673
0.550,11.763,-3.532
0.567,11.782,-3.395
0.583,11.411,-3.452
0.600,11.526,-3.246
0.617,11.093,-2.969
0.633,11.248,-2.729
0.650,11.154,-2.640
0.667,10.728,-2.600
0.683,10.394,-2.477
0.700,10.670,-2.151
0.717,10.343,-2.288
0.733,10.288,-2.317
0.750,9.624,-2.266
0.767,9.374,-2.649
0.783,9.155,-2.868
0.800,8.953,-2.906
0.817,8.463,-2.930
0.833,8.365,-3.045
0.850,8.258,-3.232
0.867,7.822,-3.340
0.883,7.921,-3.359
0.900,7.727,-3.479
0.917,6.947,-3.761
0.933,6.819,-3.814
0.950,6.561,-3.848
0.967,6.430,-3.936
0.983,5.803,-4.077
1.000,5.707,-4.184
1.017,5.598,-4.189
1.033,5.101,-4.335
1.050,4.462,-4.364
1.067,4.510,-4.505
1.083,4.296,-4.466
1.100,4.150,-4.453
1.117,4.145,-4.467
1.133,3.900,-4.579
1.150,4.155,-4.729
1.167,3.458,-4.934
1.183,3.221,-4.962
1.200,3.723,-5.048
1.217,3.386,-4.948
1.233,3.152,-4.976
1.250,2.832,-4.994
1.267,3.122,-4.863
1.283,3.011,-4.824
1.300,2.549,-4.874
1.317,2.853,-5.159
1.333,3.195,-5.226
1.350,2.622,-5.155
1.367,2.941,-5.349
1.383,2.869,-5.635
1.400,3.050,-5.776
1.417,3.232,-6.116
1.433,3.390,-6.477
1.450,3.673,-6.652
1.467,3.366,-6.960
1.483,3.459,-7.382
1.500,3.984,-8.137
1.517,4.019,-8.324
1.533,4.408,-8.836
1.550,4.330,-9.380
1.567,4.049,-9.996
1.583,4.383,-10.504
1.600,4.252,-10.693
