type,name,time_units,begin_time,frequency,count,units
signal_2d,"COP","s",0.000,60,1800,"mm"

time,x,y
0.000,4.128,-29.422
0.017,3.783,-29.287
0.033,3.627,-29.704
0.050,3.563,-29.772
0.067,3.428,-30.070
0.083,3.097,-30.259
0.100,3.355,-30.493
0.117,3.576,-30.397
0.133,3.841,-30.336
0.150,3.146,-30.414
0.167,3.343,-30.572
0.183,3.692,-31.025
0.200,3.792,-31.287
0.217,3.843,-31.514
0.233,3.596,-31.507
0.250,2.798,-31.306
0.267,2.781,-31.271
0.283,3.286,-32.291
0.300,3.111,-32.131
0.317,3.628,-32.235
0.333,3.697,-32.391
0.350,3.845,-32.858
0.367,3.960,-32.393
0.383,3.638,-32.140
0.400,3.856,-32.010
0.417,4.316,-31.877
0.433,3.904,-31.672
0.450,3.960,-32.405
0.467,3.761,-31.844
0.483,4.379,-32.000
0.500,3.819,-31.624
0.517,4.462,-31.477
0.533,4.593,-31.283
0.550,4.253,-31.347
0.567,4.028,-31.360
0.583,4.013,-31.171
0.600,4.185,-31.248
0.617,3.935,-31.081
0.633,3.887,-31.342
0.650,4.122,-31.262
0.667,4.442,-31.754
0.683,4.394,-31.305
0.700,4.285,-31.194
0.717,4.170,-31.029
0.733,3.788,-31.116
0.750,4.343,-31.375
0.767,4.284,-30.805
0.783,3.852,-30.591
0.800,3.654,-30.495
0.817,3.956,-30.221
0.833,4.143,-30.218
0.850,3.606,-29.783
0.867,4.085,-29.626
0.883,3.944,-29.558
0.900,4.069,-29.699
0.917,4.048,-29.489
0.933,3.980,-29.557
0.950,3.959,-29.978
0.967,3.888,-30.247
0.983,3.824,-30.427
1.000,4.044,-30.672
1.017,3.903,-30.884
1.033,3.991,-31.752
1.050,4.316,-31.738
1.067,3.783,-31.611
1.083,3.938,-32.083
1.100,3.844,-31.668
1.117,3.740,-31.903
1.133,3.828,-31.991
1.150,3.944,-32.100
1.167,4.153,-32.628
1.183,4.458,-32.787
1.200,4.332,-32.601
1.217,3.938,-33.144
1.233,4.185,-32.904
1.250,4.389,-33.573
1.267,4.379,-33.599
1.283,3.987,-33.728
1.300,3.883,-33.694
1.317,3.825,-34.224
1.333,3.809,-34.865
1.350,3.290,-35.122
1.367,3.550,-35.739
1.383,3.613,-35.880
1.400,4.369,-36.453
1.417,4.300,-36.477
1.433,4.128,-36.682
1.450,4.626,-37.218
1.467,3.672,-36.813
1.483,3.886,-37.419
1.500,4.368,-37.310
1.517,4.316,-36.954
1.533,4.603,-36.700
1.550,4.091,-36.663
1.567,4.818,-36.458
1.583,4.463,-36.519
1.600,4.505,-35.954
1.617,5.230,-35.916
1.633,5.042,-35.944
1.650,5.153,-36.027
1.667,4.562,-35.616
1.683,4.664,-35.709
1.700,4.828,-35.060
1.717,5.003,-34.988
1.733,4.624,-34.550
1.750,4.383,-34.202
1.767,4.607,-33.996
1.783,4.963,-33.796
1.800,4.613,-33.916
1.817,4.891,-33.720
1.833,4.927,-33.772
1.850,4.337,-33.650
1.867,4.780,-33.639
1.883,4.144,-33.767
1.900,4.222,-33.668
1.917,4.045,-33.887
1.933,4.160,-33.422
1.950,4.363,-33.639
1.967,4.410,-33.061
1.983,4.086,-33.117
2.000,4.211,-32.808
2.017,3.934,-32.655
2.033,4.514,-32.415
2.050,3.971,-32.284
2.067,3.960,-32.282
2.083,4.034,-32.045
2.100,3.950,-31.971
2.117,4.055,-31.896
2.133,3.524,-32.007
2.150,3.647,-31.767
2.167,3.140,-31.690
2.183,3.434,-31.848
2.200,3.584,-31.529
2.217,3.303,-31.588
2.233,3.480,-31.365
2.250,3.393,-31.232
2.267,3.437,-31.054
2.283,3.505,-31.007
2.300,3.187,-30.687
2.317,3.032,-30.302
2.333,3.244,-30.109
2.350,2.972,-29.578
2.367,2.598,-29.211
2.383,2.626,-28.723
2.400,2.827,-28.430
2.417,2.598,-27.881
2.433,2.792,-27.029
2.450,2.624,-26.577
2.467,2.392,-26.271
2.483,2.653,-25.794
2.500,2.982,-25.654
2.517,3.001,-25.659
2.533,3.937,-25.973
2.550,3.842,-26.235
2.567,4.380,-26.542
2.583,4.122,-26.739
2.600,4.016,-27.346
2.617,3.558,-27.762
2.633,3.043,-28.184
2.650,3.106,-29.031
2.667,3.331,-29.636
2.683,3.529,-30.585
2.700,3.331,-30.856
2.717,2.772,-31.548
2.733,3.061,-32.572
2.750,2.601,-33.182
2.767,2.352,-33.365
2.783,2.571,-34.048
2.800,2.934,-34.508
2.817,2.989,-34.957
2.833,2.782,-35.754
2.850,3.138,-36.308
2.867,3.185,-36.308
2.883,3.160,-36.579
2.900,2.959,-36.561
2.917,3.154,-36.771
2.933,3.819,-36.390
2.950,3.224,-35.938
2.967,3.861,-35.880
2.983,3.288,-35.622
3.000,3.803,-35.464
3.017,3.706,-35.396
3.033,3.533,-35.019
3.050,3.925,-35.052
3.067,3.250,-34.607
3.083,3.266,-34.731
3.100,3.563,-34.316
3.117,3.277,-34.101
3.133,3.661,-33.837
3.150,3.422,-33.788
3.167,3.373,-33.855
3.183,3.427,-33.793
3.200,3.387,-33.532
3.217,3.421,-33.533
3.233,3.262,-33.587
3.250,3.071,-33.135
3.267,3.472,-33.215
3.283,3.441,-33.119
3.300,3.759,-32.902
3.317,3.417,-33.247
3.333,3.627,-32.990
3.350,3.367,-33.212
3.367,3.392,-32.870
3.383,3.347,-33.080
3.400,3.070,-33.066
3.417,2.988,-33.400
3.433,2.794,-33.441
3.450,2.655,-33.473
3.467,3.008,-33.837
3.483,2.937,-33.903
3.500,3.209,-33.801
3.517,3.118,-33.681
3.533,3.063,-33.965
3.550,2.918,-34.002
3.567,3.243,-34.080
3.583,3.145,-33.877
3.600,2.929,-33.910
3.617,2.629,-33.640
3.633,2.641,-33.122
3.650,2.789,-32.878
3.667,3.206,-32.673
3.683,3.394,-32.297
3.700,2.963,-32.630
3.717,3.157,-32.100
3.733,2.904,-32.250
3.750,3.168,-32.079
3.767,2.964,-32.298
3.783,3.124,-32.622
3.800,3.181,-32.467
3.817,3.104,-32.284
3.833,2.480,-32.896
3.850,3.024,-32.574
3.867,2.952,-32.442
3.883,2.787,-32.594
3.900,3.151,-32.839
3.917,2.673,-33.081
3.933,3.047,-32.730
3.950,2.690,-33.045
3.967,2.626,-33.278
3.983,2.420,-33.423
4.000,2.476,-33.239
4.017,2.641,-33.323
4.033,2.803,-33.538
4.050,2.226,-33.405
4.067,2.838,-33.548
4.083,2.607,-33.231
4.100,2.673,-33.364
4.117,3.202,-33.296
4.133,3.221,-32.925
4.150,2.514,-33.062
4.167,2.734,-32.889
4.183,3.211,-32.128
4.200,3.350,-31.964
4.217,2.828,-32.302
4.233,3.181,-31.891
4.250,2.930,-31.548
4.267,3.207,-31.339
4.283,2.903,-31.636
4.300,3.223,-31.320
4.317,2.863,-30.938
4.333,3.223,-31.205
4.350,3.156,-30.728
4.367,3.358,-30.740
4.383,3.282,-30.785
4.400,3.496,-30.623
4.417,2.994,-30.890
4.433,3.396,-30.692
4.450,3.173,-30.790
4.467,3.243,-30.887
4.483,3.211,-31.327
4.500,3.062,-31.078
4.517,3.072,-31.560
4.533,2.981,-31.643
4.550,3.133,-31.768
4.567,2.924,-32.589
4.583,2.661,-32.882
4.600,2.627,-33.316
4.617,2.278,-34.155
4.633,2.835,-34.236
4.650,2.527,-34.497
4.667,3.008,-34.800
4.683,2.354,-34.779
4.700,3.085,-34.492
4.717,2.653,-34.666
4.733,2.631,-34.761
4.750,2.580,-34.765
4.767,3.165,-34.847
4.783,2.871,-34.950
4.800,2.756,-34.934
4.817,2.926,-35.363
4.833,3.066,-35.496
4.850,3.035,-35.429
4.867,2.954,-35.330
4.883,3.327,-35.396
4.900,2.797,-35.032
4.917,3.741,-34.743
4.933,3.960,-34.345
4.950,4.050,-33.817
4.967,4.049,-33.840
4.983,3.273,-33.308
5.000,3.702,-33.275
5.017,3.306,-33.259
5.033,3.072,-33.181
5.050,3.253,-33.076
5.067,3.515,-32.725
5.083,3.596,-32.886
5.100,3.406,-33.040
5.117,3.411,-33.139
